с,В
4.6652,0.0051
4.6758,0.0051
4.6865,0.0051
4.6971,0.0000
4.7078,0.0051
4.7184,0.0000
4.7290,0.0102
4.7397,0.0000
4.7503,0.0102
4.7610,0.0000
4.7716,0.0102
4.7823,0.0000
4.7930,0.0102
4.8037,0.0000
4.8144,0.0102
4.8252,0.0000
4.8358,0.0051
4.8465,0.0051
4.8572,0.0051
4.8678,0.0051
4.8785,0.0000
4.8891,0.0051
4.8997,0.0000
4.9104,0.0102
4.9210,0.0000
4.9317,0.0102
4.9424,0.0000
4.9530,0.0102
4.9636,0.0000
4.9742,0.0051
4.9848,0.0000
4.9956,0.0051
5.0062,0.0051
5.0169,0.0000
5.0275,0.0102
5.0382,0.0000
5.0488,0.0102
5.0595,0.0000
5.0701,0.0102
5.0808,0.0000
5.0915,0.0152
5.1022,0.0000
5.1128,0.0152
5.1234,0.0000
5.1341,0.0051
5.1447,0.0000
5.1554,0.0051
5.1661,0.0051
5.1767,0.0051
5.1874,0.0102
5.1980,0.0000
5.2087,0.0152
5.2193,0.0000
5.2300,0.0102
5.2407,0.0000
5.2513,0.0102
5.2620,0.0000
5.2726,0.0102
5.2833,0.0000
5.2940,0.0102
5.3047,0.0000
5.3155,0.0051
5.3262,0.0102
5.3368,0.0051
5.3475,0.0102
5.3581,0.0000
5.3688,0.0051
5.3794,0.0000
5.3900,0.0102
5.4006,0.0000
5.4114,0.0102
5.4220,0.0000
5.4326,0.0102
5.4433,0.0000
5.4539,0.0051
5.4645,0.0000
5.4752,0.0051
5.4858,0.0102
5.4965,0.0000
5.5071,0.0000
5.5178,0.0000
5.5285,0.0102
5.5391,0.0000
5.5498,0.0102
5.5604,0.0000
5.5711,0.0102
5.5817,0.0000
5.5924,0.0102
5.6031,0.0051
5.6137,0.0102
5.6243,0.0000
5.6350,0.0000
5.6456,0.0051
5.6562,0.0051
5.6669,0.0051
5.6775,0.0000
5.6882,0.0102
5.6988,0.0000
5.7094,0.0102
5.7202,0.0000
5.7308,0.0102
5.7415,0.0000
5.7521,0.0051
5.7628,0.0000
5.7735,0.0051
5.7841,0.0000
5.7948,0.0051
5.8056,0.0051
5.8163,0.0051
5.8270,0.0051
5.8376,0.0000
5.8482,0.0102
5.8589,0.0000
5.8695,0.0102
5.8801,0.0000
5.8907,0.0102
5.9014,0.0000
5.9120,0.0102
5.9227,0.0000
5.9334,0.0102
5.9441,0.0000
5.9547,0.0051
5.9654,0.0102
5.9760,0.0000
5.9867,0.0051
5.9973,0.0000
6.0080,0.0102
6.0186,0.0000
6.0293,0.0102
6.0399,0.0000
6.0506,0.0152
6.0612,0.0000
6.0719,0.0152
6.0825,0.0000
6.0933,0.0051
6.1039,0.0051
6.1146,0.0051
6.1253,0.0102
6.1360,0.0000
6.1467,0.0102
6.1574,0.0000
6.1680,0.0102
6.1787,0.0000
6.1893,0.0152
6.2000,0.0000
6.2106,0.0152
6.2213,0.0000
6.2320,0.0102
6.2426,0.0000
6.2533,0.0102
6.2639,0.0051
6.2746,0.0000
6.2853,0.0051
6.2960,0.0000
6.3067,0.0102
6.3174,0.0000
6.3282,0.0102
6.3394,0.0000
6.3501,0.0152
6.3607,0.0000
6.3714,0.0102
6.3821,0.0000
6.3928,0.0051
6.4034,0.0000
6.4141,0.0051
6.4249,0.0051
6.4355,0.0000
6.4462,0.0102
6.4569,0.0000
6.4675,0.0102
6.4782,0.0000
6.4888,0.0102
6.4995,0.0000
6.5102,0.0152
6.5208,0.0000
6.5313,0.0102
6.5419,0.0000
6.5525,0.0051
6.5631,0.0051
6.5737,0.0051
6.5842,0.0102
6.5948,0.0051
6.6054,0.0102
6.6160,0.0000
6.6266,0.0102
6.6372,0.0000
6.6478,0.0102
6.6584,0.0000
6.6690,0.0152
6.6796,0.0000
6.6902,0.0102
6.7007,0.0000
6.7114,0.0102
6.7221,0.0000
6.7327,0.0051
6.7433,0.0000
6.7539,0.0051
6.7645,0.0102
6.7751,0.0000
6.7857,0.0051
6.7970,0.0000
6.8077,0.0102
6.8183,0.0000
6.8289,0.0102
6.8394,0.0000
6.8500,0.0152
6.8606,0.0000
6.8712,0.0102
6.8818,0.0000
6.8924,0.0102
6.9030,0.0000
6.9135,0.0000
6.9241,0.0051
6.9347,0.0051
6.9453,0.0102
6.9559,0.0000
6.9664,0.0102
6.9770,0.0000
6.9876,0.0102
6.9982,0.0000
7.0088,0.0102
7.0193,0.0000
7.0299,0.0102
7.0405,0.0000
7.0511,0.0102
7.0617,0.0000
7.0723,0.0051
7.0828,0.0000
7.0934,0.0051
7.1040,0.0051
7.1146,0.0000
7.1252,0.0102
7.1357,0.0000
7.1463,0.0152
7.1570,0.0000
7.1676,0.0152
7.1782,0.0000
7.1888,0.0051
7.1995,0.0000
7.2101,0.0152
7.2207,0.0000
7.2314,0.0102
7.2420,0.0000
7.2526,0.0051
7.2633,0.0051
7.2740,0.0051
7.2846,0.0102
7.2954,0.0000
7.3062,0.0102
7.3169,0.0000
7.3277,0.0102
7.3385,0.0000
7.3491,0.0102
7.3598,0.0000
7.3704,0.0102
7.3811,0.0000
7.3917,0.0102
7.4023,0.0102
7.4129,0.0102
7.4235,0.0000
7.4341,0.0000
7.4447,0.0051
7.4553,0.0000
7.4660,0.0152
7.4767,0.0000
7.4873,0.0152
7.4980,0.0000
7.5086,0.0102
7.5193,0.0000
7.5299,0.0102
7.5406,0.0000
7.5512,0.0051
7.5619,0.0000
7.5726,0.0051
7.5832,0.0000
7.5939,0.0000
7.6045,0.0051
7.6152,0.0000
7.6258,0.0102
7.6365,0.0000
7.6472,0.0102
7.6578,0.0000
7.6684,0.0102
7.6791,0.0000
7.6897,0.0152
7.7004,0.0000
7.7110,0.0102
7.7217,0.0000
7.7323,0.0051
7.7430,0.0000
7.7536,0.0051
7.7643,0.0102
7.7750,0.0000
7.7857,0.0102
7.7964,0.0000
7.8072,0.0102
7.8181,0.0000
7.8288,0.0102
7.8395,0.0000
7.8502,0.0102
7.8608,0.0000
7.8715,0.0102
7.8821,0.0051
7.8927,0.0051
7.9033,0.0051
7.9141,0.0000
7.9248,0.0102
7.9354,0.0000
7.9461,0.0152
7.9567,0.0000
7.9673,0.0152
7.9781,0.0000
7.9887,0.0102
7.9994,0.0000
8.0100,0.0102
8.0207,0.0000
8.0313,0.0102
8.0420,0.0000
8.0526,0.0000
8.0633,0.0051
8.0739,0.0000
8.0846,0.0102
8.0953,0.0000
8.1059,0.0102
8.1166,0.0000
8.1272,0.0152
8.1379,0.0000
8.1485,0.0102
8.1592,0.0000
8.1698,0.0102
8.1805,0.0000
8.1911,0.0102
8.2018,0.0051
8.2124,0.0000
8.2231,0.0051
8.2338,0.0000
8.2445,0.0051
8.2551,0.0000
8.2658,0.0102
8.2764,0.0000
8.2872,0.0102
8.2979,0.0000
8.3086,0.0102
8.3196,0.0000
8.3303,0.0152
8.3410,0.0000
8.3516,0.0000
8.3623,0.0000
8.3730,0.0000
8.3836,0.0102
8.3943,0.0000
8.4050,0.0102
8.4156,0.0000
8.4262,0.0102
8.4368,0.0000
8.4474,0.0152
8.4581,0.0000
8.4687,0.0152
8.4793,0.0000
8.4899,0.0102
8.5006,0.0000
8.5113,0.0102
8.5220,0.0051
8.5327,0.0051
8.5433,0.0051
8.5540,0.0000
8.5646,0.0102
8.5753,0.0000
8.5859,0.0102
8.5967,0.0000
8.6074,0.0051
8.6180,0.0000
8.6286,0.0051
8.6393,0.0000
8.6499,0.0102
8.6605,0.0000
8.6712,0.0102
8.6818,0.0051
8.6924,0.0051
8.7032,0.0051
8.7139,0.0000
8.7245,0.0102
8.7352,0.0000
8.7458,0.0051
8.7564,0.0000
8.7671,0.0102
8.7777,0.0000
8.7885,0.0102
8.7993,0.0000
8.8101,0.0102
8.8208,0.0051
8.8314,0.0051
8.8421,0.0051
8.8527,0.0051
8.8633,0.0102
8.8739,0.0000
8.8846,0.0102
8.8952,0.0000
8.9058,0.0102
8.9165,0.0000
8.9271,0.0102
8.9377,0.0000
8.9484,0.0051
8.9590,0.0000
8.9696,0.0152
8.9803,0.0000
8.9909,0.0051
9.0016,0.0051
9.0122,0.0051
9.0229,0.0102
9.0335,0.0000
9.0442,0.0152
9.0548,0.0000
9.0655,0.0102
9.0761,0.0000
9.0868,0.0102
9.0974,0.0000
9.1081,0.0102
9.1189,0.0000
9.1295,0.0102
9.1402,0.0000
9.1509,0.0102
9.1615,0.0051
9.1721,0.0000
9.1828,0.0051
9.1935,0.0000
9.2041,0.0102
9.2149,0.0000
9.2256,0.0102
9.2362,0.0000
9.2468,0.0102
9.2575,0.0000
9.2681,0.0152
9.2787,0.0000
9.2895,0.0102
9.3002,0.0000
9.3110,0.0051
9.3217,0.0102
9.3324,0.0000
9.3430,0.0102
9.3537,0.0000
9.3643,0.0152
9.3749,0.0000
9.3855,0.0102
9.3962,0.0000
9.4069,0.0102
9.4176,0.0000
9.4282,0.0152
9.4389,0.0000
9.4495,0.0102
9.4601,0.0000
9.4708,0.0051
9.4814,0.0051
9.4920,0.0000
9.5027,0.0102
9.5133,0.0000
9.5239,0.0102
9.5346,0.0000
9.5452,0.0102
9.5559,0.0000
9.5665,0.0102
9.5772,0.0000
9.5879,0.0102
9.5985,0.0000
9.6092,0.0102
9.6198,0.0051
9.6305,0.0051
9.6412,0.0051
9.6518,0.0051
9.6624,0.0051
9.6731,0.0000
9.6838,0.0102
9.6944,0.0000
9.7051,0.0102
9.7159,0.0000
9.7266,0.0152
9.7374,0.0000
9.7481,0.0152
9.7588,0.0000
9.7694,0.0102
9.7800,0.0000
9.7908,0.0051
9.8015,0.0051
9.8123,0.0000
9.8229,0.0051
9.8336,0.0000
9.8442,0.0102
9.8549,0.0000
9.8655,0.0102
9.8761,0.0000
9.8868,0.0152
9.8974,0.0000
9.9090,0.0102
9.9196,0.0000
9.9302,0.0102
9.9408,0.0000
9.9515,0.0000
9.9622,0.0102
9.9728,0.0051
9.9835,0.0102
9.9941,0.0000
10.0047,0.0051
10.0154,0.0000
10.0261,0.0102
10.0367,0.0000
10.0474,0.0051
10.0580,0.0000
10.0687,0.0102
10.0793,0.0000
10.0900,0.0000
10.1006,0.0051
10.1113,0.0000
10.1219,0.0051
10.1326,0.0000
10.1432,0.0102
10.1539,0.0000
10.1646,0.0102
10.1752,0.0000
10.1859,0.0102
10.1965,0.0000
10.2072,0.0102
10.2178,0.0000
10.2285,0.0102
10.2391,0.0000
10.2498,0.0051
10.2605,0.0051
10.2711,0.0000
10.2818,0.0102
10.2926,0.0000
10.3033,0.0152
10.3141,0.0000
10.3249,0.0102
10.3356,0.0000
10.3463,0.0102
10.3569,0.0000
10.3676,0.0102
10.3782,0.0000
10.3888,0.0102
10.3994,0.0000
10.4100,0.0102
10.4206,0.0051
10.4313,0.0051
10.4419,0.0051
10.4525,0.0000
10.4632,0.0102
10.4738,0.0000
10.4845,0.0102
10.4951,0.0000
10.5058,0.0152
10.5164,0.0000
10.5271,0.0102
10.5377,0.0000
10.5484,0.0051
10.5590,0.0000
10.5697,0.0051
10.5804,0.0051
10.5910,0.0000
10.6017,0.0051
10.6123,0.0000
10.6230,0.0152
10.6336,0.0000
10.6443,0.0102
10.6549,0.0000
10.6656,0.0102
10.6762,0.0000
10.6869,0.0102
10.6975,0.0000
10.7082,0.0102
10.7188,0.0000
10.7294,0.0051
10.7401,0.0051
10.7507,0.0051
10.7614,0.0102
10.7721,0.0000
10.7827,0.0102
10.7935,0.0000
10.8043,0.0102
10.8150,0.0000
10.8258,0.0102
10.8365,0.0000
10.8472,0.0102
10.8578,0.0000
10.8685,0.0102
10.8791,0.0051
10.8898,0.0051
10.9005,0.0051
10.9112,0.0000
10.9219,0.0102
10.9325,0.0000
10.9432,0.0152
10.9538,0.0000
10.9644,0.0102
10.9751,0.0000
10.9858,0.0102
10.9964,0.0000
11.0070,0.0102
11.0177,0.0000
11.0283,0.0051
11.0390,0.0000
11.0496,0.0051
11.0602,0.0051
11.0709,0.0051
11.0815,0.0102
11.0922,0.0000
11.1029,0.0102
11.1135,0.0000
11.1242,0.0051
11.1348,0.0000
11.1455,0.0102
11.1562,0.0000
11.1668,0.0102
11.1775,0.0000
11.1881,0.0102
11.1989,0.0000
11.2095,0.0051
11.2202,0.0051
11.2308,0.0000
11.2414,0.0051
11.2521,0.0000
11.2627,0.0152
11.2733,0.0000
11.2840,0.0102
11.2947,0.0000
11.3054,0.0152
11.3162,0.0000
11.3268,0.0102
11.3375,0.0000
11.3481,0.0102
11.3588,0.0051
11.3694,0.0000
11.3800,0.0051
11.3906,0.0051
11.4013,0.0102
11.4120,0.0051
11.4226,0.0152
11.4332,0.0000
11.4439,0.0102
11.4545,0.0000
11.4652,0.0152
11.4758,0.0000
11.4864,0.0152
11.4971,0.0000
11.5077,0.0152
11.5184,0.0051
11.5291,0.0051
11.5398,0.0051
11.5504,0.0051
11.5611,0.0102
11.5717,0.0000
11.5824,0.0102
11.5930,0.0000
11.6037,0.0102
11.6144,0.0000
11.6250,0.0102
11.6357,0.0000
11.6463,0.0102
11.6570,0.0000
11.6676,0.0102
11.6783,0.0051
11.6889,0.0051
11.6996,0.0051
11.7102,0.0000
11.7209,0.0102
11.7316,0.0000
11.7422,0.0102
11.7529,0.0000
11.7635,0.0102
11.7742,0.0000
11.7848,0.0102
11.7956,0.0000
11.8063,0.0102
11.8170,0.0000
11.8277,0.0102
11.8384,0.0000
11.8490,0.0051
11.8596,0.0102
11.8703,0.0000
11.8809,0.0102
11.8915,0.0051
11.9022,0.0102
11.9128,0.0000
11.9234,0.0152
11.9340,0.0000
11.9447,0.0102
11.9554,0.0000
11.9660,0.0102
11.9768,0.0000
11.9875,0.0102
11.9982,0.0000
12.0088,0.0051
12.0195,0.0051
12.0302,0.0000
12.0409,0.0102
12.0515,0.0000
12.0622,0.0102
12.0729,0.0000
12.0835,0.0102
12.0942,0.0000
12.1048,0.0102
12.1155,0.0000
12.1261,0.0102
12.1367,0.0000
12.1474,0.0051
12.1580,0.0000
12.1685,0.0051
12.1791,0.0051
12.1897,0.0000
12.2003,0.0102
12.2109,0.0000
12.2215,0.0102
12.2321,0.0000
12.2427,0.0102
12.2533,0.0000
12.2640,0.0051
12.2746,0.0000
12.2852,0.0102
12.2959,0.0000
12.3066,0.0102
12.3172,0.0000
12.3278,0.0051
12.3384,0.0000
12.3490,0.0051
12.3596,0.0051
12.3702,0.0000
12.3808,0.0051
12.3914,0.0000
12.4020,0.0102
12.4125,0.0000
12.4231,0.0102
12.4340,0.0000
12.4446,0.0152
12.4552,0.0000
12.4658,0.0102
12.4764,0.0000
12.4870,0.0102
12.4976,0.0000
12.5082,0.0000
12.5187,0.0051
12.5293,0.0000
12.5399,0.0102
12.5505,0.0000
12.5611,0.0102
12.5717,0.0000
12.5822,0.0102
12.5928,0.0000
12.6034,0.0152
12.6140,0.0000
12.6246,0.0152
12.6352,0.0000
12.6458,0.0152
12.6563,0.0000
12.6669,0.0051
12.6775,0.0000
12.6881,0.0051
12.6987,0.0102
12.7093,0.0000
12.7200,0.0102
12.7306,0.0000
12.7412,0.0152
12.7519,0.0000
12.7625,0.0102
12.7731,0.0000
12.7837,0.0152
12.7944,0.0000
12.8051,0.0102
12.8158,0.0000
12.8264,0.0051
12.8371,0.0000
12.8477,0.0051
12.8583,0.0051
12.8689,0.0000
12.8796,0.0102
12.8902,0.0000
12.9008,0.0102
12.9114,0.0000
12.9220,0.0152
12.9327,0.0000
12.9434,0.0102
12.9540,0.0000
12.9646,0.0152
12.9752,0.0000
12.9858,0.0152
12.9964,0.0000
13.0070,0.0051
13.0176,0.0000
13.0282,0.0000
13.0388,0.0102
13.0494,0.0000
13.0600,0.0102
13.0706,0.0000
13.0813,0.0102
13.0919,0.0000
13.1025,0.0102
13.1132,0.0000
13.1238,0.0102
13.1344,0.0000
13.1450,0.0102
13.1556,0.0000
13.1662,0.0102
13.1768,0.0051
13.1875,0.0000
13.1981,0.0051
13.2087,0.0000
13.2193,0.0051
13.2299,0.0000
13.2405,0.0102
13.2511,0.0000
13.2617,0.0051
13.2723,0.0000
13.2830,0.0152
13.2936,0.0000
13.3044,0.0102
13.3151,0.0000
13.3257,0.0102
13.3364,0.0051
13.3470,0.0051
13.3577,0.0051
13.3683,0.0051
13.3789,0.0051
13.3895,0.0000
13.4001,0.0152
13.4107,0.0000
13.4214,0.0102
13.4320,0.0000
13.4426,0.0102
13.4532,0.0000
13.4638,0.0051
13.4744,0.0000
13.4850,0.0152
13.4956,0.0000
13.5063,0.0051
13.5169,0.0000
13.5275,0.0051
13.5382,0.0102
13.5488,0.0000
13.5594,0.0051
13.5700,0.0000
13.5807,0.0102
13.5913,0.0000
13.6019,0.0102
13.6125,0.0000
13.6231,0.0102
13.6337,0.0000
13.6443,0.0051
13.6549,0.0000
13.6655,0.0051
13.6761,0.0000
13.6868,0.0051
13.6974,0.0051
13.7080,0.0000
13.7186,0.0102
13.7292,0.0000
13.7399,0.0102
13.7505,0.0000
13.7611,0.0102
13.7717,0.0000
13.7823,0.0102
13.7930,0.0000
13.8038,0.0102
13.8145,0.0000
13.8252,0.0102
13.8358,0.0000
13.8464,0.0102
13.8570,0.0000
13.8676,0.0000
13.8782,0.0102
13.8889,0.0000
13.8995,0.0102
13.9101,0.0000
13.9208,0.0102
13.9314,0.0000
13.9420,0.0102
13.9527,0.0000
13.9633,0.0152
13.9739,0.0000
13.9845,0.0051
13.9951,0.0000
14.0058,0.0102
14.0164,0.0000
14.0270,0.0051
14.0376,0.0051
14.0483,0.0000
14.0589,0.0102
14.0695,0.0000
14.0801,0.0152
14.0908,0.0000
14.1014,0.0102
14.1120,0.0000
14.1226,0.0102
14.1332,0.0000
14.1438,0.0102
14.1544,0.0000
14.1650,0.0102
14.1756,0.0000
14.1863,0.0051
14.1969,0.0051
14.2075,0.0000
14.2181,0.0102
14.2287,0.0000
14.2394,0.0102
14.2500,0.0000
14.2606,0.0102
14.2712,0.0000
14.2819,0.0102
14.2926,0.0000
14.3034,0.0102
14.3141,0.0000
14.3248,0.0102
14.3354,0.0000
14.3460,0.0102
14.3567,0.0000
14.3673,0.0051
14.3779,0.0051
14.3885,0.0000
14.3992,0.0102
14.4098,0.0000
14.4204,0.0102
14.4311,0.0000
14.4417,0.0102
14.4523,0.0000
14.4630,0.0102
14.4736,0.0000
14.4842,0.0102
14.4948,0.0000
14.5055,0.0102
14.5162,0.0000
14.5268,0.0051
14.5375,0.0051
14.5481,0.0000
14.5588,0.0102
14.5694,0.0000
14.5800,0.0102
14.5906,0.0000
14.6013,0.0102
14.6119,0.0000
14.6225,0.0102
14.6331,0.0000
14.6437,0.0102
14.6544,0.0000
14.6650,0.0051
14.6757,0.0000
14.6863,0.0000
14.6969,0.0051
14.7075,0.0051
14.7182,0.0051
14.7288,0.0051
14.7394,0.0102
14.7500,0.0000
14.7606,0.0102
14.7712,0.0000
14.7819,0.0102
14.7926,0.0000
14.8033,0.0102
14.8140,0.0000
14.8246,0.0102
14.8353,0.0000
14.8459,0.0051
14.8565,0.0000
14.8671,0.0000
14.8777,0.0102
14.8884,0.0051
