с,В
4.1689,0.0000
4.1795,0.0051
4.1902,0.0000
4.2008,0.0102
4.2115,0.0000
4.2222,0.0152
4.2329,0.0000
4.2435,0.0102
4.2542,0.0000
4.2648,0.0051
4.2755,0.0051
4.2861,0.0051
4.2968,0.0102
4.3074,0.0051
4.3181,0.0102
4.3287,0.0000
4.3394,0.0102
4.3501,0.0000
4.3607,0.0102
4.3714,0.0000
4.3821,0.0102
4.3928,0.0000
4.4034,0.0102
4.4141,0.0000
4.4248,0.0152
4.4354,0.0051
4.4462,0.0051
4.4569,0.0051
4.4675,0.0000
4.4782,0.0102
4.4889,0.0000
4.4997,0.0102
4.5104,0.0000
4.5211,0.0102
4.5317,0.0000
4.5424,0.0102
4.5530,0.0000
4.5636,0.0102
4.5743,0.0000
4.5849,0.0102
4.5955,0.0051
4.6062,0.0051
4.6168,0.0051
4.6274,0.0051
4.6381,0.0102
4.6488,0.0000
4.6595,0.0152
4.6703,0.0000
4.6810,0.0102
4.6917,0.0000
4.7024,0.0102
4.7131,0.0000
4.7237,0.0102
4.7344,0.0051
4.7450,0.0102
4.7557,0.0051
4.7664,0.0051
4.7771,0.0000
4.7878,0.0051
4.7984,0.0102
4.8091,0.0000
4.8197,0.0102
4.8304,0.0000
4.8411,0.0102
4.8517,0.0000
4.8624,0.0102
4.8730,0.0000
4.8837,0.0102
4.8944,0.0051
4.9050,0.0051
4.9157,0.0051
4.9263,0.0000
4.9370,0.0051
4.9477,0.0000
4.9584,0.0102
4.9690,0.0000
4.9797,0.0051
4.9905,0.0000
5.0012,0.0152
5.0120,0.0000
5.0227,0.0102
5.0335,0.0000
5.0441,0.0102
5.0548,0.0000
5.0656,0.0051
5.0762,0.0051
5.0868,0.0000
5.0975,0.0051
5.1081,0.0000
5.1187,0.0102
5.1294,0.0000
5.1400,0.0102
5.1506,0.0000
5.1613,0.0102
5.1720,0.0000
5.1826,0.0102
5.1933,0.0000
5.2039,0.0102
5.2146,0.0000
5.2252,0.0102
5.2360,0.0051
5.2466,0.0000
5.2575,0.0102
5.2682,0.0000
5.2789,0.0102
5.2896,0.0000
5.3003,0.0102
5.3109,0.0000
5.3216,0.0102
5.3322,0.0000
5.3429,0.0102
5.3535,0.0000
5.3642,0.0051
5.3749,0.0000
5.3856,0.0051
5.3963,0.0051
5.4069,0.0051
5.4176,0.0102
5.4283,0.0000
5.4389,0.0102
5.4496,0.0000
5.4602,0.0152
5.4709,0.0000
5.4817,0.0102
5.4924,0.0000
5.5031,0.0102
5.5138,0.0000
5.5245,0.0102
5.5352,0.0051
5.5459,0.0051
5.5566,0.0051
5.5672,0.0000
5.5779,0.0051
5.5885,0.0000
5.5992,0.0102
5.6098,0.0000
5.6205,0.0102
5.6311,0.0000
5.6417,0.0051
5.6524,0.0000
5.6630,0.0102
5.6736,0.0000
5.6843,0.0051
5.6950,0.0000
5.7057,0.0051
5.7163,0.0051
5.7270,0.0000
5.7377,0.0102
5.7483,0.0000
5.7590,0.0102
5.7697,0.0000
5.7803,0.0051
5.7910,0.0000
5.8016,0.0102
5.8123,0.0000
5.8230,0.0152
5.8337,0.0000
5.8443,0.0102
5.8551,0.0000
5.8658,0.0051
5.8766,0.0051
5.8872,0.0051
5.8981,0.0051
5.9087,0.0000
5.9194,0.0102
5.9300,0.0000
5.9407,0.0152
5.9514,0.0000
5.9620,0.0102
5.9727,0.0000
5.9834,0.0102
5.9941,0.0000
6.0048,0.0102
6.0154,0.0051
6.0261,0.0051
6.0367,0.0051
6.0474,0.0000
6.0580,0.0102
6.0686,0.0000
6.0792,0.0102
6.0899,0.0000
6.1006,0.0152
6.1113,0.0000
6.1219,0.0102
6.1326,0.0000
6.1432,0.0102
6.1539,0.0000
6.1645,0.0102
6.1752,0.0000
6.1858,0.0051
6.1964,0.0051
6.2072,0.0000
6.2179,0.0102
6.2286,0.0000
6.2394,0.0152
6.2501,0.0000
6.2607,0.0102
6.2714,0.0000
6.2820,0.0102
6.2927,0.0000
6.3033,0.0102
6.3140,0.0000
6.3246,0.0102
6.3352,0.0000
6.3459,0.0051
6.3565,0.0051
6.3672,0.0000
6.3779,0.0102
6.3886,0.0000
6.3992,0.0102
6.4099,0.0000
6.4205,0.0102
6.4312,0.0000
6.4418,0.0051
6.4525,0.0000
6.4632,0.0102
6.4739,0.0000
6.4846,0.0051
6.4953,0.0051
6.5060,0.0000
6.5167,0.0051
6.5274,0.0000
6.5380,0.0051
6.5487,0.0000
6.5593,0.0051
6.5699,0.0000
6.5805,0.0102
6.5912,0.0000
6.6018,0.0102
6.6124,0.0000
6.6231,0.0152
6.6338,0.0000
6.6444,0.0102
6.6551,0.0000
6.6657,0.0102
6.6764,0.0051
6.6870,0.0000
6.6977,0.0051
6.7084,0.0000
6.7191,0.0102
6.7297,0.0000
6.7404,0.0102
6.7510,0.0000
6.7617,0.0102
6.7724,0.0000
6.7830,0.0102
6.7937,0.0000
6.8043,0.0102
6.8150,0.0000
6.8257,0.0102
6.8363,0.0051
6.8470,0.0051
6.8577,0.0051
6.8683,0.0000
6.8790,0.0102
6.8896,0.0000
6.9003,0.0102
6.9110,0.0000
6.9216,0.0102
6.9323,0.0000
6.9430,0.0051
6.9536,0.0000
6.9643,0.0051
6.9749,0.0000
6.9857,0.0051
6.9964,0.0051
7.0072,0.0000
7.0179,0.0051
7.0285,0.0000
7.0392,0.0102
7.0498,0.0000
7.0605,0.0102
7.0711,0.0000
7.0818,0.0102
7.0924,0.0000
7.1030,0.0152
7.1137,0.0000
7.1244,0.0102
7.1350,0.0000
7.1457,0.0051
7.1563,0.0051
7.1670,0.0051
7.1776,0.0102
7.1883,0.0000
7.1989,0.0102
7.2095,0.0000
7.2202,0.0102
7.2309,0.0000
7.2416,0.0102
7.2522,0.0000
7.2629,0.0152
7.2736,0.0000
7.2842,0.0102
7.2949,0.0000
7.3055,0.0051
7.3162,0.0051
7.3269,0.0000
7.3376,0.0102
7.3482,0.0000
7.3589,0.0152
7.3695,0.0000
7.3802,0.0102
7.3908,0.0000
7.4015,0.0102
7.4122,0.0000
7.4228,0.0102
7.4335,0.0000
7.4442,0.0102
7.4548,0.0000
7.4655,0.0051
7.4761,0.0051
7.4869,0.0000
7.4976,0.0051
7.5083,0.0000
7.5190,0.0152
7.5297,0.0000
7.5404,0.0102
7.5510,0.0000
7.5616,0.0152
7.5723,0.0000
7.5830,0.0152
7.5936,0.0000
7.6042,0.0102
7.6149,0.0051
7.6255,0.0000
7.6362,0.0051
7.6468,0.0000
7.6576,0.0051
7.6683,0.0051
7.6790,0.0102
7.6896,0.0000
7.7003,0.0102
7.7110,0.0000
7.7216,0.0102
7.7323,0.0000
7.7430,0.0102
7.7536,0.0000
7.7643,0.0102
7.7750,0.0000
7.7856,0.0051
7.7963,0.0000
7.8069,0.0000
7.8176,0.0102
7.8283,0.0000
7.8389,0.0102
7.8496,0.0000
7.8602,0.0102
7.8709,0.0000
7.8815,0.0102
7.8922,0.0000
7.9029,0.0102
7.9135,0.0000
7.9244,0.0102
7.9351,0.0000
7.9458,0.0051
7.9564,0.0051
7.9671,0.0051
7.9778,0.0051
7.9885,0.0000
7.9992,0.0152
8.0100,0.0000
8.0207,0.0102
8.0314,0.0000
8.0421,0.0102
8.0527,0.0000
8.0633,0.0102
8.0740,0.0000
8.0846,0.0051
8.0952,0.0000
8.1059,0.0051
8.1165,0.0051
8.1271,0.0051
8.1378,0.0102
8.1485,0.0000
8.1592,0.0102
8.1698,0.0000
8.1805,0.0102
8.1912,0.0000
8.2018,0.0152
8.2125,0.0000
8.2231,0.0102
8.2338,0.0000
8.2445,0.0051
8.2552,0.0000
8.2659,0.0051
8.2766,0.0102
8.2873,0.0000
8.2979,0.0051
8.3086,0.0000
8.3193,0.0102
8.3299,0.0000
8.3406,0.0102
8.3513,0.0000
8.3619,0.0152
8.3726,0.0000
8.3832,0.0102
8.3938,0.0000
8.4045,0.0102
8.4151,0.0000
8.4258,0.0000
8.4364,0.0051
8.4471,0.0000
8.4579,0.0051
8.4686,0.0000
8.4792,0.0102
8.4900,0.0000
8.5007,0.0051
8.5114,0.0000
8.5221,0.0102
8.5328,0.0000
8.5434,0.0102
8.5541,0.0000
8.5649,0.0051
8.5755,0.0051
8.5862,0.0051
8.5968,0.0051
8.6074,0.0000
8.6181,0.0051
8.6287,0.0000
8.6393,0.0102
8.6500,0.0000
8.6606,0.0102
8.6713,0.0000
8.6820,0.0102
8.6927,0.0000
8.7033,0.0102
8.7140,0.0000
8.7246,0.0102
8.7353,0.0000
8.7459,0.0051
8.7566,0.0051
8.7673,0.0000
8.7780,0.0051
8.7886,0.0000
8.7993,0.0102
8.8099,0.0000
8.8206,0.0152
8.8313,0.0000
8.8419,0.0102
8.8526,0.0000
8.8633,0.0102
8.8740,0.0000
8.8846,0.0102
8.8953,0.0000
8.9060,0.0051
8.9166,0.0051
8.9273,0.0000
8.9380,0.0051
8.9486,0.0000
8.9593,0.0102
8.9700,0.0000
8.9806,0.0102
8.9914,0.0000
9.0021,0.0102
9.0128,0.0000
9.0234,0.0102
9.0341,0.0000
9.0447,0.0102
9.0553,0.0000
9.0660,0.0000
9.0766,0.0051
9.0873,0.0000
9.0979,0.0102
9.1085,0.0000
9.1191,0.0152
9.1297,0.0000
9.1404,0.0102
9.1510,0.0000
9.1616,0.0152
9.1722,0.0000
9.1828,0.0152
9.1935,0.0000
9.2041,0.0152
9.2147,0.0051
9.2253,0.0102
9.2360,0.0051
9.2466,0.0000
9.2572,0.0051
9.2678,0.0000
9.2786,0.0152
9.2892,0.0000
9.2998,0.0102
9.3104,0.0000
9.3210,0.0102
9.3316,0.0000
9.3422,0.0102
9.3529,0.0000
9.3635,0.0102
9.3741,0.0000
9.3848,0.0102
9.3954,0.0051
9.4061,0.0051
9.4167,0.0051
9.4273,0.0000
9.4379,0.0102
9.4485,0.0000
9.4592,0.0051
9.4699,0.0000
9.4806,0.0102
9.4913,0.0000
9.5020,0.0102
9.5126,0.0000
9.5232,0.0152
9.5339,0.0000
9.5445,0.0102
9.5551,0.0000
9.5658,0.0102
9.5764,0.0051
9.5870,0.0000
9.5976,0.0102
9.6082,0.0000
9.6189,0.0051
9.6295,0.0000
9.6401,0.0152
9.6507,0.0000
9.6613,0.0102
9.6719,0.0000
9.6825,0.0051
9.6932,0.0000
9.7039,0.0102
9.7145,0.0000
9.7251,0.0102
9.7357,0.0051
9.7464,0.0000
9.7570,0.0051
9.7676,0.0000
9.7782,0.0051
9.7889,0.0000
9.7995,0.0102
9.8101,0.0000
9.8207,0.0051
9.8313,0.0000
9.8420,0.0102
9.8526,0.0000
9.8632,0.0102
9.8738,0.0000
9.8844,0.0102
9.8951,0.0051
9.9058,0.0051
9.9164,0.0051
9.9270,0.0051
9.9377,0.0051
9.9483,0.0000
9.9589,0.0102
9.9695,0.0000
9.9802,0.0102
9.9909,0.0000
10.0015,0.0102
10.0122,0.0000
10.0228,0.0102
10.0335,0.0000
10.0442,0.0102
10.0548,0.0000
10.0655,0.0102
10.0761,0.0000
10.0868,0.0051
10.0975,0.0102
10.1081,0.0000
10.1187,0.0102
10.1294,0.0000
10.1400,0.0102
10.1506,0.0000
10.1613,0.0102
10.1723,0.0000
10.1830,0.0102
10.1936,0.0000
10.2042,0.0102
10.2148,0.0000
10.2255,0.0051
10.2361,0.0051
10.2467,0.0051
10.2573,0.0102
10.2680,0.0000
10.2787,0.0102
10.2893,0.0000
10.2999,0.0102
10.3105,0.0000
10.3212,0.0051
10.3318,0.0000
10.3425,0.0152
10.3531,0.0000
10.3637,0.0051
10.3743,0.0051
10.3849,0.0051
10.3956,0.0051
10.4062,0.0000
10.4168,0.0152
10.4274,0.0000
10.4380,0.0102
10.4487,0.0000
10.4593,0.0152
10.4699,0.0000
10.4806,0.0152
10.4912,0.0000
10.5019,0.0102
10.5127,0.0000
10.5233,0.0102
10.5340,0.0000
10.5446,0.0152
10.5552,0.0152
10.5659,0.0102
10.5766,0.0051
10.5872,0.0000
10.5978,0.0051
10.6085,0.0000
10.6191,0.0102
10.6297,0.0000
10.6404,0.0102
10.6510,0.0000
10.6617,0.0102
10.6723,0.0000
10.6830,0.0102
10.6936,0.0000
10.7042,0.0102
10.7148,0.0000
10.7255,0.0051
10.7361,0.0051
10.7467,0.0051
10.7573,0.0051
10.7680,0.0000
10.7786,0.0102
10.7892,0.0000
10.7999,0.0102
10.8105,0.0000
10.8211,0.0102
10.8318,0.0000
10.8424,0.0102
10.8530,0.0000
10.8636,0.0102
10.8743,0.0000
10.8849,0.0102
10.8955,0.0000
10.9061,0.0051
10.9168,0.0051
10.9275,0.0051
10.9381,0.0102
10.9487,0.0000
10.9594,0.0102
10.9700,0.0000
10.9807,0.0102
10.9914,0.0000
11.0024,0.0102
11.0131,0.0000
11.0237,0.0102
11.0343,0.0000
11.0450,0.0102
11.0556,0.0000
11.0662,0.0000
11.0768,0.0051
11.0875,0.0051
11.0981,0.0102
11.1087,0.0000
11.1194,0.0102
11.1300,0.0000
11.1406,0.0102
11.1513,0.0000
11.1619,0.0102
11.1726,0.0000
11.1832,0.0102
11.1938,0.0000
11.2045,0.0102
11.2151,0.0051
11.2257,0.0051
11.2364,0.0051
11.2470,0.0000
11.2577,0.0102
11.2683,0.0000
11.2790,0.0102
11.2896,0.0000
11.3003,0.0102
11.3109,0.0000
11.3215,0.0102
11.3321,0.0000
11.3428,0.0051
11.3534,0.0000
11.3640,0.0102
11.3746,0.0000
11.3852,0.0051
11.3959,0.0000
11.4065,0.0051
11.4171,0.0051
11.4277,0.0000
11.4384,0.0102
11.4490,0.0000
11.4596,0.0102
11.4702,0.0000
11.4809,0.0051
11.4916,0.0000
11.5023,0.0152
11.5130,0.0000
11.5236,0.0102
11.5342,0.0000
11.5449,0.0102
11.5555,0.0000
11.5661,0.0102
11.5767,0.0051
11.5874,0.0000
11.5980,0.0051
11.6086,0.0051
11.6193,0.0102
11.6299,0.0000
11.6405,0.0102
11.6512,0.0051
11.6618,0.0152
11.6725,0.0000
11.6831,0.0051
11.6938,0.0000
11.7044,0.0102
11.7151,0.0000
11.7258,0.0051
11.7365,0.0000
11.7471,0.0051
11.7578,0.0102
11.7684,0.0000
11.7791,0.0102
11.7898,0.0000
11.8004,0.0102
11.8111,0.0000
11.8218,0.0152
11.8324,0.0000
11.8431,0.0102
11.8538,0.0000
11.8647,0.0051
11.8754,0.0051
11.8861,0.0102
11.8967,0.0051
11.9074,0.0051
11.9180,0.0102
11.9290,0.0000
11.9397,0.0102
11.9503,0.0000
11.9610,0.0152
11.9716,0.0000
11.9824,0.0102
11.9931,0.0000
12.0039,0.0102
12.0146,0.0000
12.0253,0.0051
12.0359,0.0000
12.0466,0.0051
12.0572,0.0102
12.0679,0.0000
12.0785,0.0102
12.0891,0.0000
12.0998,0.0152
12.1104,0.0000
12.1210,0.0152
12.1317,0.0000
12.1424,0.0152
12.1531,0.0000
12.1638,0.0152
12.1744,0.0000
12.1851,0.0051
12.1957,0.0051
12.2064,0.0051
12.2171,0.0051
12.2278,0.0000
12.2384,0.0102
12.2491,0.0000
12.2597,0.0102
12.2704,0.0000
12.2811,0.0102
12.2917,0.0000
12.3024,0.0102
12.3130,0.0000
12.3237,0.0152
12.3344,0.0000
12.3450,0.0051
12.3557,0.0000
12.3664,0.0051
12.3770,0.0051
12.3877,0.0000
12.3984,0.0102
12.4090,0.0000
12.4197,0.0051
12.4303,0.0000
12.4410,0.0102
12.4517,0.0000
12.4625,0.0152
12.4732,0.0000
12.4839,0.0102
12.4947,0.0000
12.5066,0.0051
12.5174,0.0102
12.5280,0.0000
12.5387,0.0102
12.5494,0.0000
12.5600,0.0102
12.5707,0.0000
12.5814,0.0102
12.5921,0.0000
12.6027,0.0102
12.6133,0.0000
12.6240,0.0152
12.6346,0.0000
12.6452,0.0051
12.6559,0.0000
12.6665,0.0051
12.6772,0.0102
12.6878,0.0000
12.6985,0.0051
12.7091,0.0000
12.7198,0.0102
12.7304,0.0000
12.7410,0.0102
12.7518,0.0000
12.7625,0.0102
12.7731,0.0000
12.7838,0.0102
12.7945,0.0000
12.8051,0.0152
12.8158,0.0000
12.8264,0.0051
12.8371,0.0051
12.8477,0.0000
12.8584,0.0102
12.8691,0.0000
12.8797,0.0102
12.8904,0.0000
12.9011,0.0152
12.9117,0.0000
12.9224,0.0102
12.9330,0.0000
12.9437,0.0152
12.9544,0.0000
12.9651,0.0102
12.9757,0.0000
12.9865,0.0051
12.9972,0.0000
13.0080,0.0000
13.0187,0.0152
13.0294,0.0000
13.0400,0.0152
13.0507,0.0000
13.0614,0.0102
13.0721,0.0000
13.0827,0.0102
13.0933,0.0000
13.1040,0.0102
13.1146,0.0000
13.1252,0.0051
13.1359,0.0000
13.1465,0.0051
13.1572,0.0000
13.1679,0.0051
13.1786,0.0102
13.1892,0.0000
13.1999,0.0051
13.2105,0.0000
13.2212,0.0102
13.2318,0.0000
13.2425,0.0102
13.2532,0.0000
13.2639,0.0102
13.2745,0.0000
13.2852,0.0102
13.2958,0.0000
13.3065,0.0051
13.3172,0.0051
13.3278,0.0000
13.3385,0.0102
13.3491,0.0000
13.3598,0.0102
13.3705,0.0000
13.3811,0.0152
13.3918,0.0000
13.4025,0.0102
13.4131,0.0000
13.4238,0.0102
13.4344,0.0000
13.4451,0.0102
13.4558,0.0000
13.4664,0.0051
13.4771,0.0051
13.4879,0.0000
13.4986,0.0102
13.5094,0.0000
13.5202,0.0102
13.5309,0.0000
13.5415,0.0102
13.5522,0.0000
13.5629,0.0102
13.5736,0.0000
13.5843,0.0102
13.5949,0.0000
13.6056,0.0102
13.6162,0.0051
13.6268,0.0051
13.6375,0.0102
13.6481,0.0051
13.6588,0.0102
13.6695,0.0000
13.6802,0.0102
13.6908,0.0000
13.7015,0.0152
13.7121,0.0000
13.7228,0.0152
13.7334,0.0000
13.7441,0.0102
13.7547,0.0000
13.7654,0.0051
13.7760,0.0000
13.7867,0.0051
13.7974,0.0102
13.8081,0.0051
13.8188,0.0051
13.8295,0.0000
13.8401,0.0102
13.8508,0.0000
13.8615,0.0152
13.8721,0.0000
13.8828,0.0102
13.8935,0.0000
13.9041,0.0102
13.9148,0.0000
13.9255,0.0051
13.9362,0.0000
13.9468,0.0051
13.9575,0.0051
13.9681,0.0000
13.9788,0.0102
13.9896,0.0000
14.0003,0.0102
14.0111,0.0000
14.0218,0.0102
14.0324,0.0000
14.0431,0.0152
14.0537,0.0000
14.0644,0.0102
14.0750,0.0000
14.0856,0.0102
14.0963,0.0051
14.1069,0.0051
14.1176,0.0051
14.1282,0.0000
14.1389,0.0102
14.1495,0.0000
14.1602,0.0102
14.1708,0.0000
14.1815,0.0102
14.1921,0.0000
14.2029,0.0051
14.2136,0.0000
14.2242,0.0102
14.2349,0.0000
14.2455,0.0102
14.2563,0.0000
14.2671,0.0051
14.2778,0.0051
14.2884,0.0000
14.2991,0.0102
14.3099,0.0000
14.3206,0.0102
14.3312,0.0000
14.3419,0.0102
14.3525,0.0000
14.3632,0.0152
14.3738,0.0000
14.3845,0.0102
14.3951,0.0000
14.4057,0.0102
14.4164,0.0051
14.4271,0.0051
14.4378,0.0102
14.4484,0.0000
14.4591,0.0051
14.4698,0.0000
14.4805,0.0102
14.4913,0.0000
14.5020,0.0102
14.5128,0.0000
14.5235,0.0152
14.5342,0.0000
14.5448,0.0051
14.5555,0.0000
14.5661,0.0102
14.5767,0.0000
14.5874,0.0000
14.5980,0.0102
14.6087,0.0000
14.6193,0.0102
14.6300,0.0000
14.6406,0.0102
14.6513,0.0000
14.6620,0.0102
14.6726,0.0000
14.6833,0.0152
14.6939,0.0000
14.7046,0.0102
14.7153,0.0000
14.7260,0.0102
14.7366,0.0000
14.7473,0.0051
14.7580,0.0051
14.7686,0.0000
14.7793,0.0051
14.7899,0.0000
14.8006,0.0051
14.8112,0.0000
14.8219,0.0102
14.8326,0.0000
14.8433,0.0102
14.8540,0.0000
14.8647,0.0102
14.8754,0.0000
14.8861,0.0051
14.8968,0.0000
14.9074,0.0000
