с,В
3.9650,0.0051
3.9757,0.0000
3.9864,0.0152
3.9970,0.0000
4.0077,0.0102
4.0184,0.0000
4.0290,0.0152
4.0397,0.0000
4.0505,0.0102
4.0612,0.0000
4.0720,0.0051
4.0828,0.0000
4.0936,0.0051
4.1044,0.0102
4.1151,0.0000
4.1257,0.0051
4.1363,0.0000
4.1469,0.0102
4.1575,0.0000
4.1682,0.0152
4.1788,0.0000
4.1894,0.0102
4.2000,0.0000
4.2106,0.0102
4.2213,0.0000
4.2319,0.0102
4.2426,0.0000
4.2533,0.0051
4.2640,0.0051
4.2747,0.0000
4.2853,0.0102
4.2960,0.0000
4.3066,0.0051
4.3173,0.0000
4.3281,0.0102
4.3388,0.0000
4.3495,0.0152
4.3601,0.0000
4.3708,0.0102
4.3814,0.0000
4.3921,0.0051
4.4028,0.0000
4.4134,0.0051
4.4241,0.0102
4.4347,0.0000
4.4454,0.0051
4.4560,0.0000
4.4666,0.0102
4.4773,0.0000
4.4879,0.0152
4.4986,0.0000
4.5092,0.0102
4.5198,0.0000
4.5305,0.0102
4.5411,0.0000
4.5517,0.0102
4.5623,0.0000
4.5730,0.0051
4.5837,0.0102
4.5943,0.0000
4.6049,0.0000
4.6155,0.0000
4.6262,0.0102
4.6368,0.0000
4.6474,0.0152
4.6580,0.0000
4.6686,0.0102
4.6793,0.0000
4.6899,0.0152
4.7005,0.0000
4.7111,0.0102
4.7217,0.0000
4.7323,0.0102
4.7430,0.0000
4.7536,0.0051
4.7642,0.0102
4.7748,0.0000
4.7854,0.0102
4.7960,0.0000
4.8066,0.0102
4.8172,0.0000
4.8280,0.0102
4.8386,0.0000
4.8492,0.0152
4.8598,0.0000
4.8704,0.0152
4.8811,0.0000
4.8917,0.0102
4.9023,0.0000
4.9129,0.0051
4.9236,0.0000
4.9343,0.0051
4.9449,0.0051
4.9555,0.0000
4.9661,0.0102
4.9768,0.0000
4.9874,0.0152
4.9980,0.0000
5.0086,0.0102
5.0193,0.0000
5.0300,0.0102
5.0406,0.0000
5.0512,0.0102
5.0619,0.0000
5.0726,0.0102
5.0832,0.0051
5.0940,0.0051
5.1046,0.0102
5.1153,0.0000
5.1259,0.0102
5.1366,0.0000
5.1472,0.0102
5.1578,0.0000
5.1684,0.0102
5.1790,0.0000
5.1897,0.0051
5.2003,0.0000
5.2109,0.0152
5.2215,0.0000
5.2321,0.0102
5.2428,0.0051
5.2534,0.0051
5.2641,0.0051
5.2747,0.0000
5.2853,0.0102
5.2959,0.0000
5.3066,0.0102
5.3172,0.0000
5.3278,0.0152
5.3385,0.0000
5.3491,0.0102
5.3598,0.0000
5.3704,0.0152
5.3810,0.0000
5.3916,0.0102
5.4022,0.0000
5.4129,0.0102
5.4235,0.0051
5.4341,0.0000
5.4447,0.0102
5.4553,0.0000
5.4660,0.0051
5.4766,0.0000
5.4872,0.0102
5.4978,0.0000
5.5084,0.0051
5.5190,0.0000
5.5297,0.0152
5.5404,0.0000
5.5510,0.0102
5.5618,0.0000
5.5725,0.0051
5.5832,0.0051
5.5939,0.0000
5.6045,0.0051
5.6151,0.0000
5.6257,0.0051
5.6363,0.0000
5.6470,0.0102
5.6577,0.0000
5.6683,0.0152
5.6790,0.0000
5.6896,0.0152
5.7002,0.0000
5.7108,0.0102
5.7214,0.0000
5.7320,0.0102
5.7427,0.0000
5.7534,0.0051
5.7640,0.0051
5.7746,0.0000
5.7852,0.0051
5.7959,0.0000
5.8065,0.0102
5.8171,0.0000
5.8278,0.0102
5.8391,0.0000
5.8498,0.0102
5.8605,0.0000
5.8711,0.0152
5.8817,0.0000
5.8923,0.0102
5.9029,0.0051
5.9135,0.0051
5.9242,0.0051
5.9348,0.0000
5.9454,0.0051
5.9560,0.0000
5.9667,0.0051
5.9773,0.0000
5.9879,0.0102
5.9985,0.0000
6.0092,0.0102
6.0198,0.0000
6.0304,0.0102
6.0410,0.0000
6.0516,0.0102
6.0623,0.0051
6.0731,0.0051
6.0837,0.0051
6.0944,0.0000
6.1050,0.0102
6.1157,0.0000
6.1264,0.0102
6.1370,0.0000
6.1477,0.0152
6.1583,0.0000
6.1689,0.0102
6.1796,0.0000
6.1902,0.0152
6.2008,0.0000
6.2114,0.0152
6.2221,0.0000
6.2327,0.0102
6.2433,0.0000
6.2539,0.0000
6.2646,0.0051
6.2752,0.0051
6.2859,0.0051
6.2965,0.0000
6.3071,0.0102
6.3177,0.0000
6.3283,0.0102
6.3389,0.0000
6.3495,0.0102
6.3602,0.0000
6.3708,0.0152
6.3814,0.0000
6.3920,0.0051
6.4027,0.0000
6.4133,0.0051
6.4239,0.0051
6.4346,0.0051
6.4452,0.0102
6.4560,0.0000
6.4666,0.0152
6.4772,0.0000
6.4878,0.0102
6.4984,0.0000
6.5090,0.0102
6.5196,0.0000
6.5303,0.0102
6.5409,0.0000
6.5515,0.0102
6.5622,0.0000
6.5729,0.0051
6.5836,0.0051
6.5942,0.0000
6.6049,0.0102
6.6155,0.0000
6.6261,0.0102
6.6367,0.0000
6.6474,0.0102
6.6580,0.0000
6.6686,0.0102
6.6793,0.0000
6.6899,0.0102
6.7005,0.0000
6.7111,0.0102
6.7219,0.0000
6.7325,0.0102
6.7432,0.0000
6.7538,0.0000
6.7645,0.0102
6.7751,0.0051
6.7857,0.0102
6.7963,0.0000
6.8069,0.0102
6.8175,0.0000
6.8281,0.0102
6.8388,0.0000
6.8494,0.0152
6.8600,0.0000
6.8707,0.0102
6.8814,0.0000
6.8920,0.0102
6.9026,0.0000
6.9132,0.0051
6.9238,0.0051
6.9344,0.0051
6.9451,0.0102
6.9557,0.0000
6.9663,0.0102
6.9769,0.0000
6.9876,0.0102
6.9982,0.0000
7.0088,0.0102
7.0194,0.0000
7.0300,0.0152
7.0406,0.0000
7.0513,0.0051
7.0619,0.0000
7.0726,0.0102
7.0833,0.0000
7.0940,0.0051
7.1047,0.0051
7.1153,0.0000
7.1259,0.0051
7.1366,0.0000
7.1472,0.0102
7.1578,0.0000
7.1685,0.0102
7.1792,0.0000
7.1898,0.0102
7.2005,0.0000
7.2112,0.0152
7.2218,0.0000
7.2325,0.0102
7.2431,0.0051
7.2538,0.0051
7.2645,0.0051
7.2751,0.0051
7.2858,0.0051
7.2965,0.0000
7.3071,0.0102
7.3178,0.0000
7.3286,0.0102
7.3392,0.0000
7.3499,0.0102
7.3606,0.0000
7.3712,0.0102
7.3819,0.0000
7.3926,0.0102
7.4032,0.0000
7.4139,0.0000
7.4245,0.0102
7.4352,0.0000
7.4459,0.0051
7.4565,0.0000
7.4672,0.0102
7.4778,0.0000
7.4885,0.0051
7.4992,0.0000
7.5099,0.0102
7.5205,0.0000
7.5312,0.0102
7.5418,0.0000
7.5525,0.0102
7.5632,0.0051
7.5740,0.0000
7.5851,0.0051
7.5958,0.0000
7.6065,0.0102
7.6171,0.0000
7.6279,0.0102
7.6386,0.0000
7.6493,0.0152
7.6599,0.0000
7.6705,0.0102
7.6812,0.0000
7.6918,0.0102
7.7025,0.0000
7.7131,0.0102
7.7238,0.0051
7.7345,0.0000
7.7451,0.0051
7.7558,0.0000
7.7665,0.0051
7.7771,0.0000
7.7878,0.0102
7.7985,0.0000
7.8091,0.0152
7.8198,0.0000
7.8305,0.0102
7.8411,0.0000
7.8518,0.0102
7.8624,0.0000
7.8731,0.0102
7.8838,0.0000
7.8945,0.0051
7.9051,0.0051
7.9158,0.0000
7.9266,0.0102
7.9373,0.0000
7.9480,0.0102
7.9587,0.0000
7.9694,0.0102
7.9800,0.0000
7.9907,0.0152
8.0015,0.0000
8.0122,0.0102
8.0228,0.0000
8.0335,0.0051
8.0442,0.0051
8.0549,0.0000
8.0656,0.0102
8.0764,0.0000
8.0872,0.0102
8.0979,0.0000
8.1085,0.0102
8.1191,0.0000
8.1298,0.0152
8.1404,0.0000
8.1510,0.0102
8.1617,0.0000
8.1723,0.0102
8.1829,0.0000
8.1936,0.0102
8.2042,0.0051
8.2149,0.0000
8.2255,0.0051
8.2362,0.0000
8.2469,0.0102
8.2576,0.0000
8.2682,0.0152
8.2789,0.0000
8.2895,0.0102
8.3002,0.0000
8.3109,0.0102
8.3216,0.0000
8.3322,0.0102
8.3429,0.0000
8.3536,0.0051
8.3643,0.0051
8.3749,0.0000
8.3856,0.0102
8.3963,0.0000
8.4069,0.0152
8.4176,0.0000
8.4283,0.0102
8.4389,0.0000
8.4496,0.0102
8.4603,0.0000
8.4709,0.0102
8.4816,0.0000
8.4922,0.0102
8.5029,0.0000
8.5136,0.0000
8.5244,0.0051
8.5351,0.0000
8.5458,0.0152
8.5566,0.0000
8.5674,0.0102
8.5782,0.0000
8.5890,0.0102
8.5997,0.0000
8.6104,0.0152
8.6212,0.0000
8.6318,0.0102
8.6425,0.0000
8.6531,0.0051
8.6637,0.0051
8.6743,0.0051
8.6850,0.0051
8.6956,0.0000
8.7062,0.0102
8.7168,0.0000
8.7275,0.0051
8.7382,0.0000
8.7489,0.0152
8.7595,0.0000
8.7702,0.0102
8.7809,0.0000
8.7915,0.0102
8.8022,0.0000
8.8128,0.0102
8.8235,0.0000
8.8342,0.0051
8.8449,0.0102
8.8555,0.0000
8.8662,0.0102
8.8768,0.0000
8.8876,0.0102
8.8992,0.0000
8.9100,0.0102
8.9207,0.0000
8.9315,0.0102
8.9423,0.0000
8.9530,0.0102
8.9636,0.0051
8.9743,0.0000
8.9849,0.0102
8.9955,0.0000
9.0061,0.0102
9.0167,0.0000
9.0274,0.0102
9.0381,0.0000
9.0487,0.0102
9.0594,0.0000
9.0702,0.0102
9.0811,0.0000
9.0917,0.0102
9.1024,0.0000
9.1131,0.0102
9.1239,0.0051
9.1346,0.0051
9.1453,0.0102
9.1559,0.0000
9.1665,0.0102
9.1772,0.0000
9.1878,0.0102
9.1984,0.0000
9.2091,0.0152
9.2197,0.0000
9.2303,0.0102
9.2410,0.0000
9.2517,0.0102
9.2624,0.0000
9.2730,0.0051
9.2837,0.0000
9.2943,0.0051
9.3050,0.0051
9.3157,0.0000
9.3263,0.0051
9.3370,0.0000
9.3477,0.0102
9.3583,0.0000
9.3690,0.0102
9.3797,0.0000
9.3904,0.0051
9.4010,0.0000
9.4117,0.0102
9.4224,0.0000
9.4330,0.0051
9.4437,0.0000
9.4544,0.0051
9.4650,0.0051
9.4757,0.0000
9.4864,0.0102
9.4970,0.0000
9.5077,0.0102
9.5183,0.0000
9.5290,0.0102
9.5397,0.0000
9.5503,0.0102
9.5611,0.0000
9.5718,0.0102
9.5825,0.0000
9.5933,0.0051
9.6040,0.0000
9.6147,0.0051
9.6254,0.0102
9.6360,0.0000
9.6467,0.0051
9.6575,0.0000
9.6681,0.0102
9.6788,0.0000
9.6894,0.0102
9.7000,0.0000
9.7106,0.0102
9.7214,0.0000
9.7321,0.0102
9.7427,0.0000
9.7535,0.0102
9.7643,0.0051
9.7749,0.0000
9.7856,0.0102
9.7963,0.0000
9.8069,0.0102
9.8176,0.0000
9.8282,0.0102
9.8389,0.0000
9.8496,0.0152
9.8602,0.0000
9.8709,0.0102
9.8815,0.0000
9.8922,0.0102
9.9029,0.0051
9.9135,0.0051
9.9242,0.0051
9.9348,0.0000
9.9455,0.0051
9.9562,0.0000
9.9668,0.0102
9.9775,0.0000
9.9882,0.0152
9.9989,0.0000
10.0095,0.0152
10.0205,0.0000
10.0312,0.0203
10.0418,0.0000
10.0525,0.0102
10.0633,0.0000
10.0740,0.0051
10.0848,0.0000
10.0955,0.0000
10.1062,0.0102
10.1168,0.0000
10.1275,0.0152
10.1381,0.0000
10.1487,0.0102
10.1593,0.0000
10.1700,0.0102
10.1807,0.0000
10.1914,0.0102
10.2020,0.0000
10.2127,0.0102
10.2233,0.0000
10.2339,0.0051
10.2446,0.0051
10.2556,0.0000
10.2663,0.0051
10.2769,0.0000
10.2877,0.0102
10.2983,0.0000
10.3090,0.0102
10.3197,0.0000
10.3304,0.0102
10.3411,0.0000
10.3518,0.0102
10.3624,0.0000
10.3731,0.0102
10.3838,0.0051
10.3944,0.0051
10.4051,0.0051
10.4157,0.0000
10.4263,0.0102
10.4370,0.0000
10.4476,0.0102
10.4583,0.0000
10.4690,0.0102
10.4796,0.0000
10.4904,0.0152
10.5011,0.0000
10.5117,0.0102
10.5224,0.0000
10.5330,0.0102
10.5437,0.0051
10.5544,0.0051
10.5652,0.0102
10.5759,0.0000
10.5867,0.0102
10.5975,0.0000
10.6081,0.0102
10.6187,0.0000
10.6294,0.0152
10.6400,0.0000
10.6506,0.0152
10.6613,0.0000
10.6719,0.0102
10.6826,0.0000
10.6932,0.0102
10.7039,0.0051
10.7146,0.0051
10.7252,0.0102
10.7359,0.0000
10.7466,0.0102
10.7572,0.0000
10.7679,0.0102
10.7785,0.0000
10.7892,0.0102
10.7999,0.0000
10.8105,0.0102
10.8212,0.0000
10.8318,0.0152
10.8425,0.0000
10.8532,0.0102
10.8638,0.0000
10.8745,0.0051
10.8851,0.0102
10.8958,0.0000
10.9065,0.0102
10.9172,0.0000
10.9279,0.0051
10.9387,0.0000
10.9494,0.0152
10.9601,0.0000
10.9707,0.0102
10.9814,0.0000
10.9921,0.0102
11.0029,0.0000
11.0136,0.0051
11.0242,0.0000
11.0348,0.0000
11.0455,0.0051
11.0562,0.0000
11.0670,0.0152
11.0777,0.0000
11.0884,0.0152
11.0991,0.0000
11.1097,0.0102
11.1204,0.0000
11.1310,0.0152
11.1416,0.0000
11.1523,0.0102
11.1629,0.0051
11.1735,0.0102
11.1841,0.0051
11.1948,0.0000
11.2054,0.0102
11.2161,0.0000
11.2267,0.0102
11.2374,0.0000
11.2481,0.0102
11.2587,0.0000
11.2694,0.0102
11.2800,0.0000
11.2907,0.0102
11.3014,0.0000
11.3120,0.0051
11.3227,0.0000
11.3334,0.0102
11.3441,0.0000
11.3547,0.0051
11.3654,0.0051
11.3761,0.0000
11.3867,0.0102
11.3974,0.0000
11.4080,0.0102
11.4187,0.0000
11.4294,0.0152
11.4400,0.0000
11.4507,0.0102
11.4614,0.0000
11.4720,0.0152
11.4827,0.0000
11.4933,0.0051
11.5040,0.0051
11.5147,0.0000
11.5255,0.0051
11.5362,0.0000
11.5469,0.0102
11.5577,0.0000
11.5684,0.0102
11.5791,0.0000
11.5899,0.0102
11.6006,0.0000
11.6112,0.0152
11.6219,0.0000
11.6325,0.0102
11.6431,0.0000
11.6537,0.0051
11.6644,0.0051
11.6750,0.0051
11.6856,0.0102
11.6962,0.0000
11.7068,0.0102
11.7175,0.0000
11.7282,0.0102
11.7388,0.0000
11.7495,0.0102
11.7601,0.0000
11.7708,0.0152
11.7815,0.0000
11.7921,0.0102
11.8028,0.0000
11.8134,0.0051
11.8241,0.0000
11.8347,0.0000
11.8454,0.0102
11.8560,0.0000
11.8667,0.0102
11.8774,0.0000
11.8880,0.0102
11.8987,0.0000
11.9093,0.0102
11.9200,0.0000
11.9307,0.0152
11.9414,0.0000
11.9520,0.0102
11.9627,0.0000
11.9733,0.0102
11.9840,0.0000
11.9947,0.0051
12.0053,0.0102
12.0160,0.0000
12.0276,0.0051
12.0384,0.0000
12.0491,0.0051
12.0598,0.0000
12.0706,0.0152
12.0814,0.0000
12.0921,0.0152
12.1028,0.0000
12.1135,0.0051
12.1242,0.0000
12.1349,0.0051
12.1456,0.0051
12.1562,0.0051
12.1669,0.0102
12.1775,0.0051
12.1881,0.0152
12.1988,0.0000
12.2094,0.0102
12.2200,0.0000
12.2307,0.0102
12.2413,0.0000
12.2521,0.0152
12.2627,0.0000
12.2734,0.0102
12.2841,0.0000
12.2947,0.0051
12.3054,0.0051
12.3161,0.0000
12.3267,0.0102
12.3374,0.0000
12.3480,0.0102
12.3587,0.0000
12.3694,0.0102
12.3801,0.0000
12.3907,0.0102
12.4014,0.0000
12.4120,0.0102
12.4227,0.0000
12.4334,0.0051
12.4441,0.0051
12.4547,0.0051
12.4655,0.0051
12.4761,0.0000
12.4868,0.0102
12.4974,0.0000
12.5081,0.0102
12.5188,0.0000
12.5294,0.0102
12.5401,0.0000
12.5507,0.0152
12.5615,0.0000
12.5723,0.0102
12.5830,0.0000
12.5937,0.0102
12.6044,0.0051
12.6151,0.0051
12.6257,0.0051
12.6363,0.0000
12.6470,0.0102
12.6576,0.0000
12.6682,0.0152
12.6790,0.0000
12.6896,0.0102
12.7003,0.0000
12.7109,0.0102
12.7216,0.0000
12.7324,0.0102
12.7430,0.0000
12.7537,0.0051
12.7644,0.0051
12.7750,0.0000
12.7857,0.0051
12.7964,0.0000
12.8071,0.0102
12.8177,0.0000
12.8284,0.0102
12.8391,0.0000
12.8497,0.0152
12.8604,0.0000
12.8710,0.0102
12.8817,0.0000
12.8924,0.0102
12.9030,0.0000
12.9137,0.0102
12.9244,0.0051
12.9350,0.0051
12.9457,0.0051
12.9564,0.0000
12.9671,0.0051
12.9777,0.0000
12.9884,0.0152
12.9990,0.0000
13.0097,0.0102
13.0203,0.0000
13.0310,0.0152
13.0417,0.0000
13.0523,0.0152
13.0631,0.0000
13.0739,0.0051
13.0848,0.0051
13.0954,0.0051
13.1061,0.0102
13.1168,0.0000
13.1274,0.0152
13.1380,0.0000
13.1487,0.0102
13.1593,0.0000
13.1699,0.0051
13.1806,0.0000
13.1912,0.0102
13.2018,0.0000
13.2125,0.0102
13.2232,0.0000
13.2338,0.0051
13.2445,0.0000
13.2552,0.0000
13.2658,0.0102
13.2765,0.0000
13.2871,0.0051
13.2978,0.0000
13.3085,0.0102
13.3191,0.0000
13.3299,0.0102
13.3406,0.0000
13.3513,0.0102
13.3620,0.0000
13.3726,0.0102
13.3833,0.0000
13.3940,0.0102
13.4046,0.0051
13.4153,0.0000
13.4259,0.0051
13.4365,0.0000
13.4472,0.0102
13.4578,0.0000
13.4685,0.0102
13.4791,0.0000
13.4898,0.0102
13.5004,0.0000
13.5112,0.0102
13.5219,0.0000
13.5326,0.0102
13.5432,0.0000
13.5540,0.0051
13.5647,0.0000
13.5755,0.0051
13.5864,0.0051
13.5971,0.0051
13.6078,0.0102
13.6184,0.0000
13.6291,0.0051
13.6397,0.0000
13.6503,0.0152
13.6610,0.0000
13.6716,0.0102
13.6822,0.0000
13.6929,0.0102
13.7035,0.0000
13.7142,0.0051
13.7249,0.0051
13.7356,0.0051
13.7462,0.0051
13.7569,0.0000
13.7675,0.0102
13.7782,0.0000
13.7889,0.0102
13.7995,0.0000
13.8102,0.0102
13.8209,0.0000
13.8316,0.0152
13.8422,0.0000
13.8529,0.0102
13.8635,0.0000
13.8742,0.0102
13.8849,0.0051
13.8955,0.0000
13.9062,0.0102
13.9168,0.0000
13.9276,0.0051
13.9382,0.0000
13.9489,0.0051
13.9596,0.0000
13.9703,0.0102
13.9809,0.0000
13.9916,0.0102
14.0022,0.0000
14.0129,0.0102
14.0237,0.0000
14.0343,0.0051
14.0450,0.0000
14.0557,0.0000
14.0664,0.0051
14.0771,0.0000
14.0878,0.0102
14.0984,0.0000
14.1091,0.0102
14.1197,0.0000
14.1303,0.0102
14.1410,0.0000
14.1516,0.0102
14.1622,0.0000
14.1729,0.0102
14.1835,0.0000
14.1941,0.0051
14.2048,0.0102
14.2154,0.0000
14.2261,0.0051
14.2367,0.0000
14.2474,0.0051
14.2580,0.0000
14.2687,0.0102
14.2794,0.0000
14.2901,0.0102
14.3008,0.0000
14.3114,0.0051
14.3221,0.0000
14.3328,0.0102
14.3434,0.0000
14.3541,0.0051
14.3648,0.0000
14.3754,0.0000
14.3861,0.0102
14.3967,0.0000
14.4074,0.0102
14.4180,0.0000
14.4287,0.0102
14.4393,0.0000
14.4500,0.0102
14.4607,0.0000
14.4713,0.0152
14.4820,0.0000
14.4926,0.0102
14.5033,0.0000
14.5140,0.0051
14.5247,0.0000
14.5354,0.0051
14.5461,0.0102
14.5568,0.0000
14.5675,0.0102
14.5782,0.0000
14.5889,0.0102
14.5996,0.0000
14.6102,0.0152
14.6209,0.0000
14.6315,0.0102
14.6422,0.0000
14.6528,0.0102
14.6634,0.0000
14.6741,0.0102
14.6847,0.0051
14.6953,0.0000
14.7060,0.0102
14.7166,0.0000
14.7272,0.0102
14.7380,0.0000
14.7486,0.0102
14.7593,0.0000
14.7699,0.0152
14.7806,0.0000
14.7913,0.0102
14.8019,0.0000
14.8126,0.0051
14.8232,0.0000
14.8339,0.0051
14.8446,0.0000
14.8553,0.0000
14.8659,0.0051
14.8766,0.0000
14.8872,0.0102
14.8979,0.0000
14.9086,0.0102
