с,В
10.9794,0.0051
10.9901,0.0051
11.0008,0.0000
11.0114,0.0051
11.0221,0.0000
11.0328,0.0102
11.0434,0.0000
11.0541,0.0152
11.0648,0.0000
11.0755,0.0102
11.0861,0.0000
11.0968,0.0102
11.1074,0.0000
11.1181,0.0102
11.1288,0.0000
11.1395,0.0051
11.1502,0.0051
11.1608,0.0000
11.1715,0.0102
11.1822,0.0000
11.1928,0.0102
11.2035,0.0000
11.2141,0.0102
11.2248,0.0000
11.2354,0.0102
11.2461,0.0000
11.2569,0.0102
11.2675,0.0000
11.2783,0.0102
11.2889,0.0000
11.2996,0.0102
11.3103,0.0051
11.3211,0.0000
11.3318,0.0051
11.3426,0.0000
11.3534,0.0102
11.3641,0.0000
11.3747,0.0102
11.3854,0.0000
11.3960,0.0102
11.4066,0.0000
11.4173,0.0102
11.4279,0.0000
11.4385,0.0102
11.4492,0.0051
11.4598,0.0051
11.4705,0.0051
11.4811,0.0051
11.4918,0.0051
11.5024,0.0051
11.5131,0.0102
11.5238,0.0000
11.5344,0.0102
11.5451,0.0000
11.5558,0.0102
11.5664,0.0000
11.5771,0.0102
11.5877,0.0000
11.5984,0.0102
11.6091,0.0000
11.6197,0.0051
11.6304,0.0051
11.6410,0.0051
11.6517,0.0051
11.6624,0.0000
11.6730,0.0102
11.6837,0.0000
11.6944,0.0102
11.7050,0.0000
11.7157,0.0102
11.7263,0.0000
11.7370,0.0102
11.7477,0.0000
11.7583,0.0152
11.7690,0.0000
11.7796,0.0102
11.7903,0.0051
11.8010,0.0051
11.8117,0.0051
11.8224,0.0000
11.8332,0.0102
11.8441,0.0000
11.8549,0.0152
11.8656,0.0000
11.8763,0.0102
11.8870,0.0000
11.8976,0.0102
11.9083,0.0000
11.9189,0.0102
11.9295,0.0000
11.9401,0.0102
11.9508,0.0051
11.9614,0.0000
11.9720,0.0051
11.9827,0.0000
11.9933,0.0102
12.0040,0.0000
12.0147,0.0152
12.0253,0.0000
12.0360,0.0152
12.0467,0.0000
12.0573,0.0102
12.0680,0.0000
12.0787,0.0102
12.0895,0.0000
12.1003,0.0000
12.1109,0.0051
12.1216,0.0051
12.1322,0.0102
12.1429,0.0000
12.1535,0.0102
12.1642,0.0000
12.1748,0.0102
12.1855,0.0000
12.1962,0.0102
12.2069,0.0000
12.2176,0.0152
12.2283,0.0000
12.2389,0.0102
12.2496,0.0000
12.2602,0.0051
12.2709,0.0051
12.2816,0.0000
12.2923,0.0102
12.3029,0.0000
12.3136,0.0102
12.3244,0.0000
12.3351,0.0102
12.3459,0.0000
12.3566,0.0102
12.3673,0.0000
12.3780,0.0102
12.3887,0.0000
12.3993,0.0051
12.4100,0.0000
12.4208,0.0051
12.4315,0.0051
12.4423,0.0000
12.4530,0.0102
12.4636,0.0000
12.4743,0.0102
12.4850,0.0000
12.4956,0.0102
12.5062,0.0000
12.5169,0.0152
12.5275,0.0000
12.5382,0.0152
12.5488,0.0000
12.5595,0.0152
12.5701,0.0051
12.5808,0.0051
12.5914,0.0051
12.6020,0.0000
12.6127,0.0051
12.6235,0.0000
12.6341,0.0102
12.6448,0.0000
12.6555,0.0102
12.6661,0.0000
12.6768,0.0102
12.6875,0.0000
12.6981,0.0152
12.7088,0.0000
12.7194,0.0102
12.7301,0.0000
12.7408,0.0051
12.7515,0.0051
12.7621,0.0000
12.7728,0.0102
12.7835,0.0000
12.7941,0.0102
12.8048,0.0000
12.8155,0.0152
12.8262,0.0000
12.8370,0.0152
12.8478,0.0000
12.8585,0.0102
12.8692,0.0000
12.8799,0.0102
12.8906,0.0000
12.9012,0.0000
12.9119,0.0051
12.9225,0.0051
12.9332,0.0102
12.9439,0.0000
12.9545,0.0102
12.9652,0.0000
12.9758,0.0102
12.9865,0.0000
12.9971,0.0102
13.0078,0.0000
13.0184,0.0152
13.0291,0.0000
13.0398,0.0051
13.0506,0.0000
13.0613,0.0051
13.0720,0.0000
13.0827,0.0000
13.0934,0.0102
13.1040,0.0000
13.1147,0.0152
13.1253,0.0000
13.1360,0.0102
13.1468,0.0000
13.1575,0.0102
13.1681,0.0000
13.1788,0.0102
13.1894,0.0000
13.2000,0.0102
13.2107,0.0051
13.2214,0.0000
13.2320,0.0000
13.2427,0.0000
13.2534,0.0051
13.2641,0.0000
13.2748,0.0102
13.2854,0.0000
13.2961,0.0102
13.3067,0.0000
13.3175,0.0051
13.3283,0.0000
13.3390,0.0051
13.3499,0.0000
13.3606,0.0051
13.3712,0.0051
13.3819,0.0000
13.3925,0.0051
13.4031,0.0000
13.4138,0.0102
13.4244,0.0000
13.4350,0.0102
13.4457,0.0000
13.4563,0.0102
13.4670,0.0000
13.4776,0.0102
13.4883,0.0000
13.4990,0.0152
13.5096,0.0000
13.5203,0.0051
13.5310,0.0000
13.5417,0.0051
13.5524,0.0051
13.5631,0.0000
13.5737,0.0102
13.5844,0.0000
13.5950,0.0051
13.6057,0.0000
13.6164,0.0102
13.6270,0.0000
13.6377,0.0051
13.6484,0.0000
13.6592,0.0102
13.6700,0.0000
13.6807,0.0051
13.6913,0.0051
13.7020,0.0051
13.7127,0.0051
13.7233,0.0000
13.7340,0.0102
13.7446,0.0000
13.7553,0.0102
13.7659,0.0000
13.7767,0.0102
13.7873,0.0000
13.7980,0.0152
13.8087,0.0000
13.8195,0.0051
13.8303,0.0051
13.8410,0.0102
13.8518,0.0051
13.8625,0.0000
13.8732,0.0102
13.8838,0.0000
13.8944,0.0102
13.9051,0.0000
13.9157,0.0102
13.9263,0.0000
13.9369,0.0102
13.9476,0.0000
13.9582,0.0152
13.9688,0.0000
13.9794,0.0102
13.9902,0.0000
14.0008,0.0102
14.0115,0.0000
14.0222,0.0051
14.0328,0.0051
14.0435,0.0000
14.0541,0.0102
14.0648,0.0000
14.0755,0.0102
14.0861,0.0000
14.0968,0.0102
14.1075,0.0000
14.1181,0.0102
14.1288,0.0000
14.1394,0.0102
14.1501,0.0000
14.1608,0.0102
14.1714,0.0000
14.1821,0.0051
14.1928,0.0000
14.2035,0.0000
14.2141,0.0102
14.2248,0.0000
14.2354,0.0102
14.2462,0.0000
14.2570,0.0102
14.2677,0.0000
14.2784,0.0102
14.2891,0.0000
14.2999,0.0102
14.3106,0.0051
14.3214,0.0000
14.3321,0.0051
14.3429,0.0051
14.3535,0.0051
14.3642,0.0000
14.3749,0.0102
14.3855,0.0000
14.3962,0.0051
14.4068,0.0000
14.4174,0.0102
14.4281,0.0000
14.4387,0.0102
14.4494,0.0000
14.4600,0.0102
14.4706,0.0000
14.4813,0.0102
14.4919,0.0051
14.5026,0.0051
14.5133,0.0102
14.5240,0.0000
14.5346,0.0102
14.5453,0.0000
14.5560,0.0102
14.5666,0.0000
14.5773,0.0102
14.5879,0.0000
14.5986,0.0152
14.6093,0.0000
14.6199,0.0102
14.6306,0.0000
14.6413,0.0051
14.6519,0.0000
14.6626,0.0000
14.6733,0.0051
14.6839,0.0000
14.6946,0.0102
14.7053,0.0000
14.7159,0.0102
14.7266,0.0000
14.7372,0.0102
14.7479,0.0000
14.7586,0.0102
14.7692,0.0000
14.7799,0.0152
14.7905,0.0000
14.8012,0.0051
14.8119,0.0000
14.8227,0.0051
14.8334,0.0051
14.8442,0.0000
14.8550,0.0102
14.8657,0.0000
14.8764,0.0102
14.8871,0.0000
14.8977,0.0102
14.9084,0.0000
14.9192,0.0102
