с,В
3.5523,0.0152
3.5630,0.0000
3.5736,0.0102
3.5843,0.0000
3.5949,0.0051
3.6056,0.0051
3.6163,0.0000
3.6270,0.0051
3.6378,0.0000
3.6486,0.0152
3.6593,0.0000
3.6700,0.0102
3.6807,0.0000
3.6913,0.0102
3.7020,0.0000
3.7126,0.0152
3.7233,0.0000
3.7339,0.0102
3.7445,0.0051
3.7552,0.0051
3.7658,0.0051
3.7765,0.0051
3.7872,0.0102
3.7979,0.0000
3.8085,0.0102
3.8192,0.0000
3.8299,0.0102
3.8405,0.0000
3.8512,0.0152
3.8619,0.0000
3.8725,0.0102
3.8832,0.0000
3.8939,0.0051
3.9046,0.0000
3.9152,0.0051
3.9259,0.0051
3.9366,0.0000
3.9472,0.0102
3.9579,0.0000
3.9686,0.0102
3.9792,0.0000
3.9899,0.0102
4.0006,0.0000
4.0113,0.0102
4.0219,0.0000
4.0326,0.0152
4.0433,0.0000
4.0540,0.0102
4.0646,0.0000
4.0753,0.0102
4.0860,0.0051
4.0967,0.0000
4.1074,0.0051
4.1181,0.0000
4.1289,0.0102
4.1397,0.0000
4.1505,0.0152
4.1612,0.0000
4.1719,0.0102
4.1826,0.0000
4.1933,0.0102
4.2039,0.0000
4.2145,0.0051
4.2252,0.0000
4.2358,0.0051
4.2464,0.0051
4.2570,0.0000
4.2677,0.0102
4.2783,0.0000
4.2889,0.0102
4.2996,0.0000
4.3103,0.0102
4.3210,0.0000
4.3317,0.0102
4.3424,0.0000
4.3530,0.0152
4.3637,0.0000
4.3744,0.0000
4.3850,0.0000
4.3957,0.0051
4.4064,0.0102
4.4170,0.0051
4.4277,0.0051
4.4384,0.0000
4.4490,0.0102
4.4597,0.0000
4.4704,0.0152
4.4810,0.0000
4.4917,0.0102
4.5024,0.0000
4.5131,0.0102
4.5237,0.0000
4.5344,0.0102
4.5451,0.0000
4.5557,0.0051
4.5664,0.0051
4.5770,0.0000
4.5877,0.0102
4.5984,0.0000
4.6090,0.0102
4.6198,0.0000
4.6306,0.0102
4.6414,0.0000
4.6521,0.0152
4.6629,0.0000
4.6735,0.0102
4.6842,0.0000
4.6949,0.0102
4.7056,0.0051
4.7164,0.0051
4.7271,0.0051
4.7378,0.0000
4.7484,0.0051
4.7591,0.0000
4.7697,0.0051
4.7803,0.0000
4.7910,0.0102
4.8016,0.0000
4.8122,0.0102
4.8229,0.0000
4.8335,0.0102
4.8442,0.0000
4.8548,0.0102
4.8655,0.0000
4.8762,0.0051
4.8868,0.0051
4.8975,0.0000
4.9082,0.0051
4.9189,0.0000
4.9296,0.0102
4.9403,0.0000
4.9509,0.0102
4.9616,0.0000
4.9723,0.0152
4.9830,0.0000
4.9936,0.0102
5.0043,0.0000
5.0150,0.0051
5.0256,0.0000
5.0363,0.0000
5.0469,0.0102
5.0576,0.0000
5.0684,0.0102
5.0790,0.0000
5.0897,0.0102
5.1004,0.0000
5.1111,0.0102
5.1218,0.0000
5.1325,0.0102
5.1432,0.0000
5.1538,0.0102
5.1644,0.0000
5.1750,0.0051
5.1857,0.0000
5.1964,0.0051
5.2071,0.0051
5.2177,0.0051
5.2284,0.0051
5.2391,0.0000
5.2497,0.0102
5.2604,0.0000
5.2711,0.0152
5.2817,0.0000
5.2923,0.0102
5.3029,0.0000
5.3136,0.0203
5.3242,0.0000
5.3349,0.0102
5.3455,0.0051
5.3561,0.0000
5.3667,0.0102
5.3773,0.0051
5.3879,0.0051
5.3985,0.0000
5.4091,0.0000
5.4197,0.0000
5.4303,0.0152
5.4409,0.0000
5.4515,0.0152
5.4621,0.0000
5.4727,0.0102
5.4833,0.0000
5.4940,0.0102
5.5046,0.0000
5.5152,0.0102
5.5258,0.0000
5.5364,0.0051
5.5470,0.0051
5.5576,0.0000
5.5681,0.0102
5.5787,0.0000
5.5893,0.0102
5.5999,0.0000
5.6105,0.0102
5.6213,0.0000
5.6320,0.0152
5.6427,0.0000
5.6533,0.0102
5.6639,0.0000
5.6745,0.0102
5.6851,0.0000
5.6958,0.0051
5.7064,0.0051
5.7170,0.0051
5.7276,0.0051
5.7383,0.0000
5.7489,0.0102
5.7595,0.0000
5.7701,0.0102
5.7807,0.0000
5.7914,0.0051
5.8020,0.0000
5.8126,0.0051
5.8232,0.0000
5.8338,0.0102
5.8445,0.0000
5.8552,0.0102
5.8658,0.0000
5.8764,0.0051
5.8871,0.0102
5.8978,0.0000
5.9084,0.0102
5.9192,0.0000
5.9299,0.0102
5.9406,0.0000
5.9513,0.0102
5.9619,0.0000
5.9726,0.0102
5.9832,0.0000
5.9939,0.0102
6.0045,0.0000
6.0151,0.0102
6.0258,0.0000
6.0366,0.0051
6.0473,0.0051
6.0580,0.0000
6.0686,0.0102
6.0793,0.0000
6.0900,0.0102
6.1006,0.0000
6.1113,0.0102
6.1221,0.0000
6.1328,0.0102
6.1436,0.0000
6.1543,0.0152
6.1649,0.0000
6.1756,0.0051
6.1862,0.0000
6.1969,0.0000
6.2075,0.0051
6.2181,0.0000
6.2288,0.0102
6.2395,0.0000
6.2502,0.0102
6.2608,0.0000
6.2715,0.0102
6.2822,0.0000
6.2930,0.0102
6.3037,0.0000
6.3145,0.0102
6.3252,0.0000
6.3359,0.0051
6.3467,0.0000
6.3573,0.0000
6.3679,0.0102
6.3786,0.0000
6.3892,0.0102
6.3998,0.0000
6.4105,0.0102
6.4211,0.0000
6.4317,0.0102
6.4423,0.0000
6.4530,0.0102
6.4637,0.0000
6.4743,0.0051
6.4850,0.0000
6.4957,0.0102
6.5063,0.0000
6.5171,0.0000
6.5279,0.0102
6.5386,0.0000
6.5493,0.0051
6.5600,0.0000
6.5707,0.0102
6.5813,0.0000
6.5919,0.0102
6.6026,0.0000
6.6132,0.0102
6.6240,0.0000
6.6348,0.0102
6.6456,0.0000
6.6564,0.0051
6.6671,0.0000
6.6777,0.0000
6.6884,0.0102
6.6990,0.0051
6.7097,0.0102
6.7203,0.0000
6.7309,0.0102
6.7416,0.0000
6.7522,0.0102
6.7629,0.0000
6.7736,0.0152
6.7842,0.0000
6.7949,0.0152
6.8056,0.0000
6.8162,0.0102
6.8269,0.0000
6.8376,0.0051
6.8483,0.0051
6.8590,0.0000
6.8696,0.0102
6.8803,0.0000
6.8910,0.0102
6.9016,0.0000
6.9123,0.0102
6.9230,0.0000
6.9336,0.0102
6.9443,0.0000
6.9551,0.0152
6.9658,0.0051
6.9764,0.0051
6.9871,0.0051
6.9977,0.0000
7.0084,0.0102
7.0191,0.0051
7.0297,0.0102
7.0404,0.0000
7.0511,0.0102
7.0618,0.0000
7.0725,0.0152
7.0831,0.0000
7.0938,0.0152
7.1045,0.0000
7.1152,0.0102
7.1260,0.0051
7.1368,0.0051
7.1475,0.0051
7.1584,0.0051
7.1691,0.0102
7.1798,0.0000
7.1905,0.0102
7.2012,0.0000
7.2118,0.0102
7.2224,0.0000
7.2331,0.0102
7.2437,0.0000
7.2543,0.0102
7.2649,0.0000
7.2756,0.0102
7.2863,0.0000
7.2970,0.0102
7.3076,0.0051
7.3183,0.0000
7.3290,0.0102
7.3397,0.0000
7.3505,0.0152
7.3612,0.0000
7.3719,0.0102
7.3825,0.0000
7.3932,0.0102
7.4038,0.0000
7.4144,0.0102
7.4251,0.0000
7.4357,0.0102
7.4463,0.0000
7.4570,0.0102
7.4676,0.0051
7.4783,0.0051
7.4890,0.0051
7.4997,0.0000
7.5103,0.0102
7.5210,0.0000
7.5317,0.0102
7.5423,0.0000
7.5530,0.0102
7.5637,0.0000
7.5743,0.0051
7.5850,0.0000
7.5957,0.0051
7.6064,0.0000
7.6171,0.0051
7.6279,0.0051
7.6387,0.0000
7.6495,0.0102
7.6602,0.0000
7.6709,0.0102
7.6816,0.0000
7.6923,0.0102
7.7029,0.0000
7.7136,0.0102
7.7244,0.0000
7.7350,0.0102
7.7457,0.0000
7.7564,0.0051
7.7670,0.0051
7.7776,0.0051
7.7883,0.0051
7.7990,0.0000
7.8097,0.0051
7.8203,0.0000
7.8310,0.0152
7.8416,0.0000
7.8523,0.0051
7.8629,0.0000
7.8736,0.0102
7.8842,0.0000
7.8949,0.0152
7.9056,0.0000
7.9162,0.0102
7.9269,0.0000
7.9376,0.0051
7.9482,0.0051
7.9589,0.0000
7.9695,0.0102
7.9802,0.0051
7.9909,0.0102
8.0015,0.0000
8.0122,0.0102
8.0229,0.0000
8.0335,0.0102
8.0443,0.0000
8.0549,0.0152
8.0656,0.0000
8.0763,0.0051
8.0870,0.0000
8.0977,0.0051
8.1084,0.0051
8.1192,0.0000
8.1299,0.0102
8.1407,0.0000
8.1515,0.0102
8.1623,0.0000
8.1730,0.0102
8.1836,0.0000
8.1943,0.0102
8.2050,0.0000
8.2156,0.0102
8.2263,0.0000
8.2369,0.0051
8.2476,0.0000
8.2582,0.0051
8.2689,0.0051
8.2795,0.0000
8.2901,0.0102
8.3008,0.0000
8.3114,0.0102
8.3222,0.0000
8.3328,0.0102
8.3435,0.0000
8.3542,0.0102
8.3649,0.0000
8.3756,0.0152
8.3862,0.0000
8.3969,0.0102
8.4076,0.0051
8.4183,0.0000
8.4289,0.0051
8.4396,0.0000
8.4502,0.0102
8.4609,0.0000
8.4715,0.0102
8.4822,0.0000
8.4928,0.0102
8.5035,0.0000
8.5141,0.0152
8.5249,0.0000
8.5356,0.0102
8.5462,0.0000
8.5569,0.0051
8.5676,0.0051
8.5782,0.0051
8.5889,0.0051
8.5996,0.0000
8.6102,0.0152
8.6210,0.0000
8.6317,0.0102
8.6425,0.0000
8.6532,0.0102
8.6639,0.0000
8.6745,0.0102
8.6852,0.0000
8.6958,0.0102
8.7065,0.0000
8.7171,0.0102
8.7278,0.0000
8.7384,0.0000
8.7491,0.0102
8.7598,0.0000
8.7704,0.0051
8.7811,0.0000
8.7917,0.0102
8.8024,0.0000
8.8130,0.0152
8.8236,0.0000
8.8344,0.0102
8.8451,0.0000
8.8557,0.0051
8.8664,0.0000
8.8771,0.0102
8.8877,0.0000
8.8984,0.0000
8.9091,0.0051
8.9198,0.0000
8.9305,0.0051
8.9412,0.0000
8.9519,0.0152
8.9625,0.0000
8.9732,0.0152
8.9838,0.0000
8.9945,0.0102
9.0051,0.0000
9.0158,0.0152
9.0264,0.0000
9.0372,0.0102
9.0479,0.0051
9.0585,0.0051
9.0692,0.0051
9.0799,0.0000
9.0905,0.0051
9.1012,0.0000
9.1119,0.0152
9.1226,0.0000
9.1333,0.0102
9.1440,0.0000
9.1547,0.0102
9.1654,0.0000
9.1761,0.0102
9.1867,0.0000
9.1973,0.0051
9.2080,0.0051
9.2186,0.0000
9.2293,0.0051
9.2400,0.0000
9.2507,0.0152
9.2613,0.0000
9.2720,0.0102
9.2827,0.0000
9.2933,0.0102
9.3040,0.0000
9.3147,0.0102
9.3253,0.0000
9.3361,0.0102
9.3469,0.0000
9.3576,0.0051
9.3682,0.0000
9.3789,0.0000
9.3895,0.0051
9.4002,0.0000
9.4109,0.0102
9.4215,0.0000
9.4322,0.0102
9.4429,0.0000
9.4536,0.0152
9.4643,0.0000
9.4749,0.0102
9.4856,0.0000
9.4963,0.0102
9.5070,0.0000
9.5177,0.0102
9.5285,0.0051
9.5392,0.0000
9.5499,0.0051
9.5606,0.0000
9.5712,0.0051
9.5818,0.0000
9.5925,0.0102
9.6031,0.0000
9.6138,0.0102
9.6246,0.0000
9.6353,0.0102
9.6462,0.0000
9.6569,0.0152
9.6675,0.0000
9.6782,0.0051
9.6888,0.0051
9.6994,0.0051
9.7101,0.0051
9.7207,0.0000
9.7313,0.0102
9.7420,0.0000
9.7527,0.0051
9.7634,0.0000
9.7740,0.0102
9.7847,0.0000
9.7954,0.0152
9.8060,0.0000
9.8167,0.0102
9.8274,0.0051
9.8380,0.0051
9.8487,0.0051
9.8594,0.0000
9.8701,0.0051
9.8807,0.0000
9.8914,0.0102
9.9021,0.0000
9.9127,0.0102
9.9234,0.0000
9.9341,0.0102
9.9447,0.0000
9.9554,0.0102
9.9661,0.0000
9.9767,0.0102
9.9874,0.0000
9.9981,0.0102
10.0087,0.0000
10.0194,0.0051
10.0301,0.0051
10.0407,0.0000
10.0514,0.0051
10.0621,0.0000
10.0728,0.0102
10.0834,0.0000
10.0941,0.0152
10.1048,0.0000
10.1156,0.0102
10.1263,0.0000
10.1371,0.0102
10.1479,0.0000
10.1586,0.0102
10.1693,0.0051
10.1800,0.0051
10.1906,0.0102
10.2013,0.0000
10.2119,0.0152
10.2225,0.0000
10.2332,0.0102
10.2438,0.0000
10.2544,0.0152
10.2651,0.0000
10.2758,0.0152
10.2865,0.0000
10.2971,0.0102
10.3078,0.0000
10.3185,0.0000
10.3291,0.0051
10.3398,0.0000
10.3505,0.0051
10.3612,0.0000
10.3718,0.0152
10.3825,0.0000
10.3932,0.0051
10.4038,0.0000
10.4145,0.0102
10.4252,0.0000
10.4358,0.0102
10.4465,0.0000
10.4572,0.0102
10.4679,0.0000
10.4786,0.0051
10.4892,0.0051
10.4999,0.0051
10.5106,0.0102
10.5212,0.0000
10.5319,0.0102
10.5426,0.0000
10.5532,0.0102
10.5639,0.0000
10.5746,0.0152
10.5853,0.0000
10.5959,0.0152
10.6066,0.0000
10.6173,0.0051
10.6281,0.0000
10.6389,0.0051
10.6498,0.0051
10.6605,0.0000
10.6712,0.0102
10.6818,0.0000
10.6925,0.0102
10.7031,0.0000
10.7139,0.0102
10.7246,0.0000
10.7352,0.0102
10.7459,0.0000
10.7566,0.0152
10.7672,0.0000
10.7779,0.0051
10.7886,0.0000
10.7992,0.0051
10.8099,0.0102
10.8205,0.0000
10.8312,0.0051
10.8418,0.0000
10.8525,0.0102
10.8631,0.0000
10.8738,0.0102
10.8845,0.0000
10.8952,0.0102
10.9058,0.0000
10.9165,0.0152
10.9272,0.0000
10.9378,0.0102
10.9485,0.0000
10.9592,0.0102
10.9699,0.0051
10.9806,0.0051
10.9912,0.0102
11.0019,0.0000
11.0125,0.0102
11.0232,0.0000
11.0339,0.0102
11.0445,0.0000
11.0552,0.0102
11.0659,0.0000
11.0765,0.0102
11.0872,0.0000
11.0979,0.0102
11.1086,0.0051
11.1194,0.0051
11.1302,0.0051
11.1410,0.0051
11.1517,0.0152
11.1624,0.0000
11.1731,0.0102
11.1838,0.0000
11.1946,0.0102
11.2053,0.0000
11.2159,0.0152
11.2266,0.0000
11.2372,0.0102
11.2478,0.0000
11.2585,0.0051
11.2691,0.0051
11.2797,0.0051
11.2904,0.0051
11.3011,0.0000
11.3118,0.0102
11.3225,0.0000
11.3332,0.0102
11.3439,0.0000
11.3546,0.0102
11.3653,0.0000
11.3759,0.0051
11.3866,0.0000
11.3972,0.0102
11.4081,0.0000
11.4187,0.0051
11.4294,0.0051
11.4400,0.0051
11.4507,0.0051
11.4613,0.0000
11.4720,0.0102
11.4826,0.0000
11.4933,0.0051
11.5039,0.0000
11.5147,0.0102
11.5253,0.0000
11.5360,0.0102
11.5467,0.0000
11.5574,0.0102
11.5680,0.0000
11.5787,0.0102
11.5893,0.0000
11.6000,0.0051
11.6107,0.0051
11.6215,0.0000
11.6322,0.0102
11.6431,0.0000
11.6538,0.0102
11.6645,0.0000
11.6752,0.0102
11.6859,0.0000
11.6966,0.0102
11.7072,0.0000
11.7179,0.0102
11.7285,0.0000
11.7392,0.0051
11.7498,0.0000
11.7605,0.0000
11.7711,0.0102
11.7817,0.0000
11.7924,0.0102
11.8030,0.0000
11.8136,0.0051
11.8244,0.0000
11.8350,0.0102
11.8457,0.0000
11.8564,0.0102
11.8671,0.0000
11.8777,0.0102
11.8884,0.0000
11.8991,0.0000
11.9097,0.0051
11.9205,0.0000
11.9313,0.0051
11.9419,0.0000
11.9526,0.0102
11.9633,0.0000
11.9739,0.0102
11.9846,0.0000
11.9952,0.0152
12.0059,0.0000
12.0165,0.0102
12.0272,0.0000
12.0378,0.0051
12.0485,0.0000
12.0591,0.0051
12.0698,0.0051
12.0805,0.0000
12.0911,0.0102
12.1018,0.0000
12.1125,0.0051
12.1232,0.0000
12.1340,0.0051
12.1447,0.0000
12.1554,0.0102
12.1661,0.0000
12.1768,0.0102
12.1874,0.0000
12.1980,0.0102
12.2087,0.0000
12.2193,0.0051
12.2300,0.0051
12.2407,0.0051
12.2514,0.0051
12.2620,0.0000
12.2727,0.0102
12.2833,0.0000
12.2939,0.0102
12.3046,0.0000
12.3152,0.0152
12.3259,0.0000
12.3365,0.0152
12.3472,0.0000
12.3579,0.0102
12.3686,0.0000
12.3793,0.0051
12.3899,0.0051
12.4006,0.0000
12.4113,0.0051
12.4221,0.0000
12.4328,0.0102
12.4434,0.0000
12.4541,0.0102
12.4647,0.0000
12.4754,0.0102
12.4861,0.0000
12.4967,0.0152
12.5074,0.0000
12.5181,0.0102
12.5289,0.0000
12.5396,0.0051
12.5503,0.0051
12.5609,0.0000
12.5716,0.0102
12.5822,0.0000
12.5929,0.0102
12.6035,0.0000
12.6142,0.0102
12.6249,0.0000
12.6357,0.0102
12.6465,0.0000
12.6572,0.0102
12.6679,0.0000
12.6785,0.0102
12.6891,0.0000
12.6998,0.0051
12.7104,0.0051
12.7211,0.0000
12.7317,0.0102
12.7423,0.0000
12.7531,0.0102
12.7638,0.0000
12.7744,0.0102
12.7851,0.0000
12.7957,0.0102
12.8066,0.0000
12.8172,0.0102
12.8279,0.0000
12.8385,0.0051
12.8493,0.0000
12.8600,0.0051
12.8706,0.0051
12.8813,0.0000
12.8919,0.0051
12.9026,0.0000
12.9132,0.0102
12.9239,0.0051
12.9345,0.0102
12.9452,0.0000
12.9560,0.0152
12.9666,0.0000
12.9773,0.0152
12.9880,0.0000
12.9986,0.0102
13.0093,0.0000
13.0200,0.0051
13.0307,0.0102
13.0413,0.0000
13.0520,0.0051
13.0627,0.0051
13.0733,0.0102
13.0840,0.0000
13.0947,0.0152
13.1054,0.0000
13.1161,0.0102
13.1269,0.0000
13.1377,0.0152
13.1485,0.0000
13.1592,0.0051
13.1699,0.0051
13.1805,0.0051
13.1912,0.0051
13.2018,0.0000
13.2125,0.0051
13.2231,0.0000
13.2337,0.0051
13.2443,0.0000
13.2550,0.0051
13.2657,0.0000
13.2764,0.0051
13.2871,0.0000
13.2978,0.0152
13.3085,0.0000
13.3191,0.0102
13.3298,0.0051
13.3405,0.0051
13.3512,0.0051
13.3618,0.0051
13.3724,0.0051
13.3831,0.0000
13.3937,0.0102
13.4044,0.0000
13.4150,0.0102
13.4256,0.0000
13.4363,0.0102
13.4469,0.0000
13.4576,0.0152
13.4683,0.0000
13.4790,0.0102
13.4897,0.0000
13.5004,0.0051
13.5111,0.0051
13.5218,0.0051
13.5325,0.0102
13.5432,0.0000
13.5538,0.0102
13.5645,0.0000
13.5753,0.0102
13.5859,0.0000
13.5966,0.0102
13.6072,0.0000
13.6179,0.0102
13.6286,0.0000
13.6394,0.0051
13.6501,0.0051
13.6607,0.0000
13.6714,0.0051
13.6820,0.0000
13.6926,0.0102
13.7033,0.0000
13.7140,0.0102
13.7247,0.0000
13.7353,0.0102
13.7459,0.0000
13.7566,0.0051
13.7672,0.0000
13.7779,0.0152
13.7886,0.0000
13.7992,0.0102
13.8098,0.0000
13.8205,0.0051
13.8311,0.0051
13.8417,0.0000
13.8524,0.0102
13.8630,0.0000
13.8736,0.0102
13.8843,0.0000
13.8949,0.0102
13.9055,0.0000
13.9161,0.0102
13.9268,0.0000
13.9374,0.0102
13.9480,0.0000
13.9587,0.0102
13.9693,0.0000
13.9799,0.0102
13.9905,0.0000
14.0012,0.0051
14.0118,0.0102
14.0224,0.0000
14.0330,0.0152
14.0437,0.0000
14.0543,0.0102
14.0649,0.0000
14.0755,0.0102
14.0862,0.0000
14.0968,0.0102
14.1074,0.0000
14.1182,0.0152
14.1289,0.0000
14.1397,0.0051
14.1504,0.0000
14.1610,0.0000
14.1717,0.0102
14.1823,0.0000
14.1930,0.0051
14.2036,0.0000
14.2143,0.0102
14.2249,0.0000
14.2355,0.0102
14.2462,0.0000
14.2568,0.0102
14.2675,0.0000
14.2781,0.0102
14.2887,0.0000
14.2993,0.0051
14.3100,0.0000
14.3207,0.0051
14.3313,0.0051
14.3419,0.0000
14.3526,0.0102
14.3632,0.0000
14.3739,0.0102
14.3845,0.0000
14.3951,0.0102
14.4058,0.0000
14.4165,0.0102
14.4271,0.0000
14.4377,0.0152
14.4483,0.0000
14.4589,0.0102
14.4696,0.0000
14.4802,0.0102
14.4908,0.0000
14.5014,0.0051
14.5120,0.0102
14.5227,0.0000
14.5333,0.0102
14.5439,0.0000
14.5545,0.0102
14.5652,0.0000
14.5758,0.0152
14.5864,0.0000
14.5970,0.0102
14.6077,0.0000
14.6185,0.0102
14.6292,0.0000
14.6400,0.0102
14.6507,0.0000
14.6613,0.0051
14.6720,0.0051
14.6826,0.0000
14.6932,0.0051
14.7038,0.0000
14.7145,0.0152
14.7251,0.0000
14.7357,0.0102
14.7463,0.0000
14.7569,0.0102
14.7676,0.0000
14.7782,0.0102
14.7888,0.0000
14.7994,0.0152
14.8101,0.0000
14.8207,0.0051
14.8314,0.0051
14.8420,0.0000
14.8526,0.0102
14.8632,0.0000
14.8739,0.0102
14.8845,0.0000
14.8951,0.0102
14.9057,0.0000
14.9166,0.0102
